Time step	Uncertainty	Uncertainty	Uncertainty	Uncertainty	Uncertainty	Uncertainty	Uncertainty
167	0.017195	0.143453	0.068632	0.026512	0.022331	0.04697	0.417066
168	0.016822	0.140442	0.066497	0.025653	0.021559	0.045561	0.414498
169	0.016473	0.137502	0.064359	0.024754	0.020901	0.044215	0.412001
170	0.01615	0.13471	0.062279	0.023953	0.02018	0.042867	0.409446
171	0.015837	0.131756	0.06029	0.023203	0.019558	0.0416	0.407031
172	0.015533	0.128974	0.058106	0.022501	0.018976	0.040453	0.404495
173	0.01526	0.126268	0.056156	0.021803	0.018472	0.039302	0.401966
174	0.014991	0.123649	0.054389	0.021186	0.017991	0.038168	0.399593
175	0.014712	0.121175	0.052441	0.020567	0.017527	0.037126	0.397285
176	0.014461	0.118639	0.050618	0.020014	0.017084	0.036085	0.394937
177	0.014244	0.116228	0.048935	0.019451	0.016713	0.035096	0.392513
178	0.014039	0.113701	0.047234	0.018929	0.016339	0.034139	0.390101
179	0.013861	0.11128	0.045567	0.018449	0.016014	0.033252	0.387711
180	0.013707	0.109064	0.043956	0.017982	0.015704	0.032386	0.385257
181	0.013549	0.106959	0.042553	0.017556	0.015378	0.031545	0.382795
182	0.013407	0.104945	0.041121	0.017165	0.015103	0.03074	0.380475
183	0.013268	0.10279	0.039813	0.016806	0.014828	0.029938	0.378039
184	0.013157	0.100849	0.038606	0.016454	0.014598	0.029151	0.375699
185	0.013014	0.099037	0.03745	0.016148	0.014354	0.028462	0.373443
186	0.012883	0.097263	0.036374	0.015857	0.014113	0.027752	0.371265
187	0.012766	0.095367	0.035367	0.015562	0.013923	0.027091	0.368934
188	0.012653	0.093584	0.034445	0.01531	0.013699	0.026439	0.366804
189	0.012549	0.09187	0.033539	0.015053	0.013509	0.025824	0.364509
190	0.012454	0.090125	0.032675	0.014809	0.01332	0.025244	0.362388
191	0.012364	0.088397	0.031872	0.014614	0.013143	0.024672	0.360154
192	0.012289	0.086742	0.03114	0.014418	0.012983	0.02411	0.357953
193	0.012204	0.085046	0.030418	0.014215	0.012841	0.023588	0.355656
194	0.012124	0.083458	0.029778	0.014024	0.012693	0.023079	0.353572
195	0.012059	0.081937	0.029147	0.013843	0.012565	0.022612	0.351312
196	0.011979	0.080459	0.028568	0.01368	0.012451	0.022165	0.349274
197	0.011916	0.079007	0.028022	0.013539	0.01233	0.021726	0.347097
198	0.011844	0.077606	0.027508	0.013403	0.012211	0.021283	0.34489
199	0.011778	0.076193	0.027002	0.013264	0.012102	0.020851	0.342874
200	0.011709	0.07479	0.02655	0.013146	0.012008	0.020452	0.340815
201	0.011652	0.073383	0.026126	0.013032	0.011926	0.020065	0.338784
202	0.01159	0.071911	0.025734	0.012923	0.011841	0.019687	0.336799
203	0.011535	0.070469	0.02534	0.012832	0.011765	0.019347	0.334775
204	0.011487	0.069207	0.024967	0.012732	0.011685	0.019014	0.332822
205	0.011444	0.067851	0.024587	0.012643	0.011613	0.018704	0.330807
206	0.011407	0.066597	0.024261	0.012558	0.011541	0.018405	0.328818
207	0.011362	0.065446	0.023921	0.012478	0.011478	0.018106	0.326987
208	0.011324	0.064397	0.023595	0.0124	0.011421	0.017843	0.325213
209	0.011278	0.063244	0.023286	0.012334	0.011362	0.017585	0.323156
210	0.011242	0.062186	0.02298	0.012265	0.011307	0.017318	0.321085
211	0.011206	0.061161	0.022684	0.012209	0.011261	0.017072	0.319212
212	0.011174	0.060154	0.022401	0.012151	0.011219	0.01683	0.317375
213	0.011146	0.059208	0.022132	0.012101	0.011165	0.016596	0.315505
214	0.011118	0.058324	0.021865	0.012056	0.011117	0.016369	0.313558
215	0.011093	0.057432	0.021611	0.012008	0.01108	0.016138	0.311873
216	0.011068	0.056611	0.021373	0.011963	0.01104	0.015918	0.310042
217	0.011046	0.05579	0.021111	0.01192	0.010998	0.015704	0.308298
218	0.011025	0.055025	0.020883	0.011879	0.010963	0.015501	0.306473
219	0.011004	0.054254	0.02065	0.011843	0.010932	0.015322	0.304717
220	0.010979	0.05347	0.020446	0.011807	0.0109	0.015138	0.302866
221	0.010966	0.052763	0.020224	0.011773	0.010869	0.014954	0.301034
222	0.010949	0.052045	0.019998	0.01174	0.01084	0.014788	0.299244
223	0.010931	0.051367	0.019777	0.011711	0.010811	0.014638	0.297495
224	0.010913	0.050721	0.019568	0.011684	0.010785	0.01449	0.295724
225	0.010899	0.050092	0.019377	0.011655	0.01076	0.014347	0.294089
226	0.010886	0.049471	0.019181	0.011627	0.010737	0.014215	0.292384
227	0.010873	0.04877	0.019007	0.011605	0.010717	0.014075	0.290745
228	0.010858	0.048132	0.018836	0.011582	0.010692	0.013941	0.289021
229	0.010848	0.04749	0.018664	0.011559	0.010674	0.013804	0.287405
230	0.010838	0.046854	0.018512	0.011538	0.010654	0.01367	0.285771
231	0.010828	0.046251	0.018362	0.011517	0.010642	0.013551	0.284133
232	0.010816	0.045653	0.018221	0.011497	0.010628	0.013429	0.282416
233	0.010807	0.045052	0.018078	0.011475	0.010615	0.013314	0.280755
234	0.010799	0.04449	0.017941	0.011454	0.0106	0.013214	0.279013
235	0.010789	0.043976	0.017814	0.011434	0.010587	0.01311	0.2773
236	0.010778	0.043469	0.017685	0.011413	0.010575	0.013013	0.27572
237	0.010771	0.042981	0.017556	0.011392	0.010561	0.012917	0.274095
238	0.010765	0.042474	0.017418	0.011375	0.01055	0.012825	0.272535
239	0.010755	0.041955	0.017305	0.011357	0.010542	0.012732	0.270989
240	0.010747	0.041472	0.017189	0.011339	0.010535	0.012643	0.269477
241	0.010737	0.041	0.017069	0.011322	0.010525	0.01256	0.26794
242	0.010732	0.040522	0.016953	0.011304	0.010517	0.012483	0.266417
243	0.010727	0.040077	0.016837	0.011288	0.01051	0.012403	0.264845
244	0.010717	0.039619	0.01672	0.011269	0.0105	0.012329	0.263375
245	0.010708	0.039164	0.016607	0.011253	0.010492	0.012261	0.261776
246	0.0107	0.038749	0.016507	0.011237	0.010487	0.012195	0.260387
247	0.010694	0.038307	0.016399	0.011222	0.010478	0.012128	0.258824
248	0.010684	0.037874	0.016295	0.011207	0.010473	0.012063	0.25736
249	0.010676	0.037432	0.016193	0.011195	0.01047	0.011998	0.255841
250	0.010667	0.037014	0.016091	0.011179	0.010465	0.011942	0.254327
251	0.010657	0.036591	0.015986	0.011167	0.010461	0.011884	0.252863
252	0.01065	0.036217	0.015899	0.011157	0.010456	0.011833	0.25142
253	0.010638	0.035796	0.015809	0.011148	0.010452	0.011783	0.249996
254	0.010627	0.035414	0.015715	0.011136	0.010447	0.011732	0.248561
255	0.010617	0.03499	0.015627	0.011127	0.010445	0.011684	0.247162
256	0.010607	0.034618	0.015538	0.011116	0.01044	0.011637	0.245781
257	0.010599	0.034249	0.015457	0.011106	0.010437	0.011585	0.244443
258	0.010592	0.033889	0.015373	0.011093	0.010433	0.01154	0.243097
259	0.010582	0.03351	0.015298	0.011083	0.010429	0.011498	0.241767
260	0.010574	0.033137	0.015221	0.011074	0.010426	0.011456	0.24045
261	0.010566	0.032801	0.015147	0.011066	0.010422	0.011415	0.239072
262	0.01056	0.032434	0.015072	0.011059	0.010419	0.011379	0.237839
263	0.010552	0.032073	0.01501	0.011049	0.010414	0.011338	0.236563
264	0.010545	0.031709	0.014939	0.011039	0.01041	0.011303	0.235296
265	0.010539	0.031326	0.014877	0.011031	0.010408	0.011273	0.234012
266	0.010534	0.030964	0.014813	0.011022	0.010406	0.011244	0.232672
267	0.010529	0.030651	0.014747	0.011015	0.010403	0.011212	0.231389
268	0.010523	0.030311	0.014678	0.011006	0.010401	0.011182	0.230105
269	0.010521	0.029991	0.014621	0.011	0.0104	0.011153	0.228841
270	0.010515	0.029683	0.014561	0.010993	0.010396	0.011122	0.227472
271	0.010508	0.029383	0.014509	0.010984	0.010394	0.011094	0.22628
272	0.010503	0.029105	0.014447	0.010979	0.010391	0.011067	0.225121
273	0.010498	0.028832	0.01438	0.010972	0.010386	0.011041	0.22391
274	0.010493	0.02858	0.014326	0.010965	0.010382	0.011017	0.222633
275	0.010488	0.028324	0.014277	0.010962	0.01038	0.010997	0.221377
276	0.010484	0.028083	0.014233	0.010957	0.010379	0.010974	0.220161
277	0.010479	0.027837	0.014178	0.010953	0.010376	0.010951	0.218977
278	0.010476	0.027578	0.014124	0.010948	0.010375	0.01093	0.217794
279	0.010471	0.027286	0.014082	0.010943	0.010373	0.010908	0.216553
280	0.010466	0.027027	0.014038	0.010938	0.010369	0.010888	0.215424
281	0.010464	0.026766	0.013994	0.010933	0.010367	0.010867	0.214307
282	0.010461	0.02653	0.013953	0.01093	0.010365	0.01085	0.213179
283	0.010459	0.026297	0.013913	0.010925	0.010367	0.010829	0.212049
284	0.010457	0.026076	0.013872	0.010922	0.010365	0.010811	0.210914
285	0.010456	0.025861	0.013834	0.010918	0.010366	0.010794	0.209833
286	0.010451	0.025613	0.013798	0.010917	0.010364	0.010778	0.208712
287	0.010446	0.025394	0.013756	0.010914	0.010362	0.010764	0.207636
288	0.010444	0.025167	0.013714	0.010913	0.010363	0.010748	0.206552
289	0.010439	0.024957	0.013678	0.01091	0.010361	0.010736	0.205508
290	0.010437	0.024739	0.013641	0.010905	0.010361	0.010722	0.204425
291	0.010435	0.024529	0.013602	0.010902	0.010359	0.010708	0.203363
292	0.010432	0.024317	0.013563	0.010898	0.010358	0.010695	0.202292
293	0.01043	0.024115	0.013528	0.010896	0.010356	0.010686	0.201261
294	0.010426	0.023902	0.013492	0.010892	0.010355	0.010674	0.200198
295	0.010424	0.023708	0.013452	0.01089	0.010355	0.010661	0.199152
296	0.010422	0.023519	0.013416	0.010887	0.010353	0.010648	0.198088
297	0.010419	0.023335	0.013382	0.010884	0.010353	0.010638	0.197025
298	0.010417	0.023156	0.013341	0.010882	0.010351	0.01063	0.196049
299	0.010415	0.022982	0.013314	0.010881	0.010352	0.010621	0.195012
300	0.010413	0.022801	0.013276	0.010878	0.010351	0.01061	0.193964
301	0.01041	0.022629	0.013243	0.010875	0.01035	0.010604	0.192907
302	0.010407	0.022472	0.013212	0.010871	0.010348	0.010594	0.19192
303	0.010406	0.022318	0.01318	0.010866	0.010347	0.010585	0.190913
304	0.010404	0.022166	0.013136	0.010865	0.010347	0.010574	0.189879
305	0.010403	0.02201	0.013102	0.010863	0.010346	0.010568	0.18891
306	0.0104	0.021878	0.013062	0.010859	0.010344	0.010559	0.187912
307	0.010397	0.021722	0.013022	0.010856	0.010344	0.010551	0.18691
308	0.010394	0.021581	0.012985	0.010853	0.010344	0.010546	0.185945
309	0.010392	0.02145	0.012933	0.010852	0.010345	0.010536	0.185013
310	0.01039	0.021318	0.012892	0.010848	0.010345	0.010529	0.183992
311	0.010389	0.021187	0.012851	0.010844	0.010346	0.010524	0.182986
312	0.010389	0.021071	0.012808	0.010839	0.010345	0.010517	0.182076
313	0.010388	0.020954	0.01277	0.010837	0.010346	0.010508	0.181082
314	0.010387	0.020836	0.012725	0.010834	0.010345	0.0105	0.180113
315	0.010386	0.020726	0.012681	0.010832	0.010347	0.010492	0.179146
316	0.010385	0.020615	0.012643	0.010829	0.010347	0.010487	0.178236
317	0.010384	0.020499	0.012612	0.010825	0.010346	0.010482	0.177249
318	0.010384	0.020398	0.01258	0.010818	0.010347	0.010479	0.17629
319	0.010382	0.020291	0.012541	0.010814	0.010344	0.010474	0.175334
320	0.01038	0.020183	0.012508	0.010811	0.010342	0.010468	0.174509
321	0.010379	0.020069	0.012474	0.010807	0.01034	0.010464	0.173613
322	0.010379	0.019969	0.012447	0.010803	0.01034	0.010457	0.172675
323	0.010378	0.019869	0.01242	0.010798	0.01034	0.010452	0.171782
324	0.010377	0.01976	0.012394	0.010794	0.010338	0.010449	0.170919
325	0.010377	0.019669	0.012361	0.010789	0.010338	0.010445	0.170088
326	0.010376	0.019576	0.012337	0.010786	0.010338	0.01044	0.169181
327	0.010375	0.019486	0.012309	0.010782	0.010337	0.010438	0.168307
328	0.010375	0.019396	0.012283	0.010778	0.010335	0.010434	0.167398
329	0.010375	0.019311	0.012254	0.010774	0.010335	0.010432	0.166556
330	0.010374	0.019218	0.012218	0.01077	0.010334	0.010429	0.165742
331	0.010373	0.019133	0.012185	0.010766	0.010334	0.010427	0.164926
332	0.010373	0.019047	0.012148	0.010762	0.010333	0.010424	0.164069
333	0.010372	0.01896	0.012117	0.010758	0.010333	0.010422	0.163244
334	0.010372	0.018879	0.012092	0.010755	0.010333	0.01042	0.162357
335	0.010371	0.018798	0.01206	0.010751	0.010336	0.01042	0.161521
336	0.010369	0.018723	0.012035	0.010751	0.010336	0.010417	0.16069
337	0.010367	0.018644	0.012003	0.010745	0.010335	0.010414	0.159876
338	0.010367	0.018566	0.011979	0.010744	0.010333	0.010409	0.159115
339	0.010365	0.01849	0.011957	0.010742	0.010333	0.01041	0.158312
340	0.010365	0.018414	0.011935	0.010738	0.010331	0.010407	0.157521
341	0.010366	0.018342	0.01191	0.010736	0.01033	0.010408	0.156749
342	0.010366	0.018267	0.011893	0.010733	0.010331	0.010405	0.155963
343	0.010365	0.018197	0.011872	0.010732	0.01033	0.010405	0.155188
344	0.010366	0.018131	0.011852	0.010731	0.01033	0.010401	0.154387
345	0.010364	0.01806	0.011835	0.010729	0.010331	0.010397	0.153585
346	0.010363	0.017988	0.01182	0.010728	0.010331	0.010393	0.152797
347	0.010363	0.01792	0.011804	0.010726	0.010332	0.010392	0.15204
348	0.010361	0.017846	0.011788	0.010723	0.010331	0.010391	0.151257
349	0.010361	0.017775	0.011774	0.010722	0.010331	0.010388	0.150478
350	0.01036	0.017704	0.01176	0.01072	0.01033	0.010385	0.149736
351	0.010357	0.017639	0.011747	0.010718	0.010328	0.010382	0.149047
352	0.010358	0.017573	0.011729	0.010715	0.010327	0.010381	0.148218
353	0.010358	0.017506	0.011713	0.010713	0.010327	0.010379	0.147485
354	0.010359	0.017435	0.011701	0.01071	0.010326	0.010375	0.146801
355	0.010358	0.017364	0.011685	0.010709	0.010327	0.010371	0.146061
356	0.010357	0.017302	0.01167	0.010708	0.010326	0.010368	0.145337
357	0.010356	0.017232	0.011656	0.010706	0.010326	0.010369	0.144623
358	0.010358	0.017167	0.011642	0.010703	0.010325	0.010366	0.14391
359	0.010357	0.017108	0.011629	0.010701	0.010326	0.010367	0.14328
360	0.010358	0.017046	0.011611	0.010701	0.010327	0.010367	0.142629
361	0.010357	0.016976	0.011595	0.0107	0.010327	0.010364	0.141923
362	0.010358	0.016916	0.011581	0.010697	0.010328	0.010364	0.141202
363	0.010357	0.01686	0.011567	0.010695	0.010327	0.010362	0.140503
364	0.010357	0.016791	0.011551	0.010695	0.010327	0.010359	0.139842
365	0.010358	0.016728	0.011539	0.010693	0.010326	0.010358	0.139151
366	0.010355	0.016661	0.011528	0.010693	0.010325	0.010357	0.138461
367	0.010353	0.016596	0.011516	0.010692	0.010324	0.010357	0.13781
368	0.010353	0.016537	0.011506	0.010691	0.010325	0.010354	0.137119
369	0.010353	0.01647	0.011495	0.010688	0.010325	0.010353	0.136507
370	0.010352	0.016413	0.011487	0.010686	0.010324	0.010353	0.135848
371	0.010352	0.016352	0.011479	0.010682	0.010324	0.010353	0.135171
372	0.010353	0.016286	0.011469	0.010682	0.010323	0.010354	0.134517
373	0.010352	0.016229	0.01146	0.01068	0.010325	0.010351	0.133877
374	0.010352	0.016169	0.011452	0.010678	0.010324	0.01035	0.133226
