Time step	Uncertainty	Uncertainty	Uncertainty	Uncertainty	Uncertainty	Uncertainty	Uncertainty
44	0.619571	0.709495	0.678725	0.640559	0.626483	0.662653	0.861363
45	0.612875	0.703995	0.672048	0.634006	0.620382	0.657047	0.858568
46	0.606147	0.698668	0.6656	0.627576	0.614207	0.651669	0.855843
47	0.599538	0.693362	0.659305	0.621052	0.608169	0.645988	0.852916
48	0.593052	0.688102	0.653038	0.614247	0.60191	0.640563	0.850155
49	0.586482	0.682775	0.646518	0.607319	0.595433	0.63503	0.847387
50	0.579941	0.677373	0.640555	0.600883	0.589003	0.629498	0.84451
51	0.573603	0.671989	0.634243	0.594343	0.582664	0.623874	0.841717
52	0.567153	0.666421	0.628243	0.588023	0.576222	0.618283	0.83884
53	0.560893	0.660889	0.622401	0.581749	0.569619	0.612721	0.836118
54	0.554716	0.655159	0.616663	0.575318	0.562683	0.607199	0.833183
55	0.548557	0.649248	0.61093	0.569062	0.555781	0.601896	0.830299
56	0.54252	0.643715	0.605171	0.562703	0.549246	0.596569	0.827426
57	0.535782	0.637955	0.59914	0.556721	0.542399	0.591044	0.824697
58	0.529168	0.632292	0.593167	0.550521	0.535724	0.585721	0.821822
59	0.522531	0.62679	0.587171	0.544068	0.529306	0.580305	0.819057
60	0.515895	0.621036	0.581153	0.537428	0.522615	0.574752	0.816286
61	0.509339	0.615559	0.575027	0.530699	0.516192	0.569131	0.813683
62	0.50262	0.610273	0.569112	0.524324	0.510009	0.563557	0.811063
63	0.496532	0.604799	0.563073	0.517344	0.503899	0.558171	0.808411
64	0.490328	0.599346	0.556936	0.510857	0.497463	0.552296	0.805687
65	0.48443	0.594149	0.550694	0.504441	0.490899	0.546832	0.803103
66	0.478015	0.588043	0.544606	0.497687	0.484397	0.541167	0.800307
67	0.471665	0.582592	0.538825	0.491125	0.477951	0.535569	0.797623
68	0.46488	0.576975	0.532979	0.484438	0.471234	0.529964	0.794752
69	0.458236	0.571404	0.527114	0.477753	0.464474	0.524386	0.791991
70	0.451672	0.56573	0.521253	0.471125	0.457776	0.518691	0.78925
71	0.445014	0.560211	0.51513	0.464367	0.451068	0.513194	0.786422
72	0.43827	0.554797	0.50913	0.45738	0.444437	0.50771	0.783634
73	0.431604	0.549219	0.502892	0.450832	0.4383	0.502218	0.781012
74	0.424748	0.543791	0.496642	0.443998	0.431981	0.49646	0.778376
75	0.418392	0.538359	0.490242	0.437598	0.425488	0.490832	0.775712
76	0.412218	0.533032	0.48449	0.431036	0.419074	0.485086	0.773137
77	0.406055	0.527708	0.478602	0.424533	0.41278	0.479404	0.770648
78	0.400271	0.522392	0.472512	0.418339	0.406216	0.473867	0.767992
79	0.394281	0.516892	0.466491	0.411854	0.399685	0.46846	0.765418
80	0.388241	0.511764	0.460571	0.405504	0.393336	0.462761	0.762762
81	0.382275	0.506408	0.454708	0.399251	0.386902	0.457243	0.760016
82	0.37613	0.50117	0.44866	0.392984	0.380751	0.45169	0.757331
83	0.369787	0.495858	0.443171	0.386698	0.374165	0.446288	0.754563
84	0.363493	0.490378	0.437325	0.380425	0.367604	0.440608	0.751867
85	0.356966	0.484949	0.431508	0.37431	0.361123	0.435102	0.749291
86	0.350753	0.479592	0.425738	0.368075	0.35475	0.429587	0.746718
87	0.344618	0.474177	0.419988	0.361657	0.348539	0.423861	0.744071
88	0.338487	0.468993	0.414528	0.355166	0.342178	0.418378	0.741536
89	0.332326	0.463682	0.40907	0.348904	0.335917	0.412625	0.738914
90	0.325753	0.458112	0.403549	0.342644	0.329541	0.406875	0.73624
91	0.319618	0.452697	0.397652	0.336376	0.323334	0.401328	0.733432
92	0.313566	0.447192	0.39207	0.330041	0.317064	0.395715	0.730726
93	0.306909	0.441723	0.386392	0.32358	0.310762	0.390275	0.72805
94	0.300383	0.436388	0.380776	0.317476	0.304569	0.384564	0.725459
95	0.294069	0.431013	0.375014	0.311669	0.29839	0.379107	0.723013
96	0.287667	0.425566	0.369479	0.305726	0.29218	0.373419	0.720348
97	0.281246	0.420247	0.363953	0.300253	0.28576	0.367623	0.717731
98	0.274817	0.415008	0.358422	0.29434	0.27945	0.362035	0.715289
99	0.268267	0.409999	0.352746	0.288726	0.27345	0.356277	0.712524
100	0.261633	0.40497	0.347119	0.282863	0.267334	0.350267	0.709623
101	0.255111	0.399693	0.341795	0.27705	0.261476	0.34461	0.706909
102	0.248681	0.394855	0.336035	0.271176	0.255306	0.338757	0.70417
103	0.242262	0.389782	0.330562	0.265219	0.249014	0.33293	0.701393
104	0.23582	0.384636	0.324845	0.259286	0.242774	0.327224	0.698857
105	0.229543	0.379551	0.31923	0.253375	0.236664	0.321479	0.696177
106	0.223009	0.374511	0.31379	0.247557	0.230667	0.315654	0.693339
107	0.216708	0.369291	0.308331	0.24199	0.224372	0.309999	0.690726
108	0.210225	0.364224	0.30296	0.236337	0.218512	0.304142	0.688063
109	0.203633	0.359017	0.297742	0.230868	0.212587	0.298321	0.68545
110	0.197222	0.353654	0.292317	0.225051	0.206461	0.292634	0.682928
111	0.190948	0.348786	0.286941	0.219548	0.200426	0.286603	0.680189
112	0.184895	0.343908	0.28152	0.213969	0.1945	0.280718	0.677489
113	0.178921	0.338944	0.276153	0.208789	0.188741	0.274849	0.675012
114	0.172952	0.334225	0.270964	0.203918	0.183259	0.269226	0.672368
115	0.1671	0.32918	0.265562	0.198828	0.177683	0.263614	0.669687
116	0.161618	0.324124	0.260376	0.193789	0.171994	0.257888	0.666996
117	0.156245	0.319415	0.25485	0.188909	0.166369	0.252524	0.664249
118	0.150717	0.314348	0.249735	0.18403	0.160868	0.246931	0.661619
119	0.145396	0.309412	0.244331	0.179324	0.155131	0.241514	0.659204
120	0.140407	0.304232	0.239308	0.174697	0.149661	0.236031	0.656646
121	0.135264	0.299294	0.233843	0.170282	0.1445	0.230615	0.653942
122	0.130097	0.294366	0.228381	0.165774	0.139121	0.225064	0.65134
123	0.12526	0.289212	0.2229	0.161386	0.13406	0.219528	0.648697
124	0.120563	0.284223	0.217504	0.156784	0.129131	0.214182	0.646326
125	0.115607	0.279156	0.212152	0.152157	0.124179	0.208828	0.643824
126	0.110918	0.274141	0.206329	0.147617	0.119516	0.20369	0.641221
127	0.106105	0.269403	0.200751	0.142871	0.114817	0.198545	0.638807
128	0.101275	0.264785	0.195458	0.138463	0.110219	0.193675	0.636394
129	0.096279	0.259873	0.190507	0.133581	0.105589	0.188675	0.633776
130	0.091647	0.255213	0.185263	0.128955	0.101115	0.183636	0.631305
131	0.086905	0.250326	0.179954	0.124228	0.096644	0.178787	0.628897
132	0.082497	0.245521	0.174798	0.119387	0.092202	0.174073	0.626485
133	0.078305	0.240766	0.169705	0.115017	0.087991	0.169379	0.624034
134	0.074366	0.236435	0.165036	0.11066	0.083966	0.164943	0.621522
135	0.070219	0.232076	0.160253	0.105951	0.080381	0.160422	0.61916
136	0.066453	0.227317	0.155619	0.101701	0.076766	0.156076	0.61673
137	0.062854	0.222494	0.150907	0.097478	0.073167	0.151846	0.614324
138	0.059453	0.217826	0.146052	0.093565	0.069761	0.147568	0.61171
139	0.056442	0.213365	0.141387	0.089649	0.066576	0.143351	0.609196
140	0.053522	0.209007	0.136901	0.086022	0.063343	0.139195	0.606755
141	0.050807	0.204823	0.132474	0.082396	0.060327	0.135104	0.604376
142	0.04817	0.200287	0.127652	0.07883	0.057646	0.131292	0.602063
143	0.045804	0.196272	0.123316	0.075608	0.054864	0.127639	0.599794
144	0.043539	0.192137	0.119035	0.07251	0.052239	0.123987	0.597488
145	0.041246	0.188129	0.114812	0.069462	0.049836	0.120477	0.595011
146	0.039219	0.184179	0.110505	0.066635	0.047523	0.117014	0.592533
147	0.037397	0.1802	0.106486	0.063649	0.045222	0.113749	0.590162
148	0.035693	0.176343	0.102485	0.060748	0.042986	0.110382	0.587935
149	0.034028	0.172282	0.098527	0.058093	0.040842	0.10716	0.585666
150	0.032487	0.168387	0.094508	0.055483	0.03896	0.103977	0.583379
151	0.031029	0.164173	0.090554	0.053056	0.037064	0.100933	0.581204
152	0.029658	0.160158	0.086494	0.050725	0.035327	0.098036	0.578979
153	0.02832	0.156245	0.082541	0.048444	0.033677	0.09526	0.576696
154	0.027065	0.152389	0.078963	0.046294	0.032053	0.092495	0.574476
155	0.025918	0.148792	0.07565	0.044031	0.030606	0.089853	0.572228
156	0.024852	0.145177	0.0724	0.041921	0.029254	0.087289	0.570044
157	0.023853	0.141529	0.069384	0.039911	0.027992	0.084824	0.567783
158	0.022869	0.138266	0.066391	0.038097	0.026785	0.082417	0.565658
159	0.021938	0.135132	0.063673	0.036378	0.025693	0.080081	0.563458
160	0.021168	0.132238	0.060972	0.034545	0.024742	0.077771	0.561401
161	0.020361	0.129275	0.058457	0.032826	0.023806	0.075548	0.559058
162	0.019667	0.126425	0.055975	0.031294	0.022954	0.07346	0.556786
163	0.019027	0.123625	0.053701	0.029896	0.022144	0.071388	0.554483
164	0.0184	0.120783	0.051458	0.028584	0.021413	0.069341	0.552374
165	0.017807	0.118088	0.049326	0.027396	0.02072	0.067396	0.550259
166	0.017235	0.115326	0.047226	0.02625	0.020013	0.065469	0.548075
167	0.016718	0.112804	0.04513	0.025231	0.019378	0.063658	0.545994
168	0.016287	0.110107	0.0432	0.024183	0.018819	0.06192	0.543875
169	0.015905	0.107606	0.041345	0.023188	0.018282	0.060254	0.541805
170	0.015552	0.104892	0.039689	0.022339	0.017796	0.058577	0.539701
171	0.015219	0.102273	0.038088	0.021549	0.017337	0.057084	0.537535
172	0.014917	0.099584	0.036775	0.020848	0.01689	0.055534	0.535356
173	0.014633	0.097067	0.035466	0.02015	0.016505	0.05407	0.533285
174	0.014373	0.094642	0.034293	0.019436	0.016145	0.052588	0.531226
175	0.014107	0.092304	0.033125	0.018774	0.015747	0.05115	0.529253
176	0.013878	0.089913	0.032019	0.018154	0.015401	0.049802	0.526989
177	0.013661	0.087391	0.030987	0.017568	0.015096	0.048488	0.524861
178	0.013463	0.084968	0.030044	0.017033	0.014803	0.047208	0.522778
179	0.013281	0.082518	0.029134	0.016551	0.014538	0.045963	0.520921
180	0.013099	0.08023	0.02827	0.016095	0.014288	0.044782	0.518881
181	0.012932	0.077673	0.027487	0.015715	0.01406	0.043646	0.516921
182	0.012776	0.075256	0.026676	0.015355	0.013842	0.042583	0.514872
183	0.012625	0.072849	0.026004	0.015019	0.013636	0.041501	0.51281
184	0.012484	0.07082	0.025367	0.014744	0.013427	0.040469	0.510814
185	0.012353	0.068698	0.024779	0.014477	0.013247	0.039428	0.508883
186	0.012248	0.066652	0.024239	0.014227	0.013089	0.038455	0.506765
187	0.012148	0.064675	0.023706	0.014006	0.012915	0.037543	0.504708
188	0.012057	0.062792	0.0232	0.013794	0.012749	0.036664	0.502771
189	0.011958	0.061029	0.022734	0.013613	0.012603	0.035805	0.500827
190	0.011863	0.059465	0.022263	0.013435	0.012476	0.034988	0.49904
191	0.01177	0.057895	0.021865	0.013274	0.012345	0.03417	0.497048
192	0.011693	0.056398	0.021398	0.013124	0.01222	0.033441	0.494958
193	0.011618	0.054882	0.020986	0.012988	0.012101	0.032704	0.493057
194	0.01155	0.053507	0.020599	0.01286	0.012003	0.03197	0.491139
195	0.011488	0.052298	0.020242	0.012744	0.011904	0.031277	0.489206
196	0.011427	0.051119	0.019891	0.012638	0.011811	0.03059	0.487364
197	0.011369	0.049937	0.019561	0.012533	0.01173	0.029945	0.485538
198	0.011318	0.048702	0.019241	0.01243	0.011647	0.029341	0.483648
199	0.011276	0.047582	0.018906	0.012339	0.01157	0.028708	0.481772
200	0.011227	0.046524	0.018581	0.012252	0.011494	0.028123	0.479941
201	0.011187	0.045487	0.018283	0.012169	0.011422	0.027541	0.478064
202	0.011144	0.044552	0.018014	0.01209	0.011359	0.026951	0.476187
203	0.011102	0.043633	0.017742	0.012015	0.011297	0.026392	0.474271
204	0.011068	0.042811	0.017504	0.011945	0.011237	0.025868	0.472383
205	0.011034	0.042012	0.017263	0.011882	0.011188	0.025359	0.470467
206	0.011001	0.041238	0.017036	0.011831	0.011139	0.024861	0.468601
207	0.010975	0.040482	0.016842	0.011786	0.011093	0.024376	0.466727
208	0.010951	0.039793	0.016654	0.011736	0.011057	0.023915	0.464947
209	0.010927	0.039045	0.016475	0.01169	0.011019	0.023442	0.463155
210	0.010902	0.03841	0.016293	0.011644	0.010983	0.023018	0.461391
211	0.010875	0.0378	0.01612	0.011601	0.010948	0.022578	0.459526
212	0.010851	0.03726	0.015964	0.011559	0.010908	0.02216	0.457805
213	0.010829	0.036721	0.015807	0.011518	0.010873	0.02178	0.455967
214	0.010807	0.036203	0.015654	0.011482	0.01084	0.021399	0.454077
215	0.010786	0.035694	0.015504	0.011443	0.01081	0.021055	0.452381
216	0.010767	0.03521	0.015362	0.011408	0.010783	0.020726	0.450758
217	0.010748	0.034756	0.01523	0.011375	0.010759	0.02039	0.448947
218	0.010732	0.034269	0.015086	0.011346	0.010735	0.020051	0.447186
219	0.010716	0.03381	0.01497	0.011318	0.010712	0.019723	0.445407
220	0.010703	0.033365	0.014844	0.011293	0.010692	0.019402	0.443626
221	0.010689	0.032965	0.014727	0.011268	0.010672	0.019121	0.441939
222	0.010674	0.032573	0.014603	0.011245	0.010651	0.018818	0.440247
223	0.010657	0.032146	0.014498	0.011225	0.010634	0.018541	0.438521
224	0.010641	0.03172	0.014394	0.011206	0.010616	0.018266	0.436835
225	0.010631	0.031302	0.014287	0.011186	0.010598	0.018012	0.435147
226	0.010619	0.03084	0.014198	0.011166	0.010582	0.017783	0.433484
227	0.010608	0.030396	0.014109	0.011151	0.010565	0.017545	0.431932
228	0.010596	0.029986	0.014008	0.011132	0.010551	0.017314	0.430321
229	0.010586	0.029581	0.013924	0.011113	0.010541	0.017073	0.428617
230	0.010575	0.029156	0.01384	0.0111	0.010526	0.016844	0.427007
231	0.010565	0.028777	0.013759	0.011086	0.010517	0.016641	0.425357
232	0.010555	0.028396	0.013675	0.011072	0.010504	0.016431	0.423662
233	0.010547	0.028025	0.013595	0.011059	0.010494	0.01623	0.422026
234	0.010537	0.027671	0.013523	0.011046	0.010481	0.01603	0.420382
235	0.010527	0.027292	0.013453	0.011033	0.010473	0.015845	0.418725
236	0.01052	0.026922	0.013386	0.011019	0.010464	0.015667	0.417121
237	0.010513	0.026565	0.01332	0.011006	0.010456	0.015488	0.415474
238	0.010505	0.026222	0.013255	0.010994	0.010447	0.01533	0.413899
239	0.010497	0.025928	0.013192	0.010984	0.010437	0.015178	0.412389
240	0.010491	0.025617	0.013133	0.010978	0.010431	0.015027	0.410829
241	0.010485	0.025345	0.013072	0.01097	0.010425	0.014883	0.409251
242	0.01048	0.025025	0.013017	0.01096	0.010417	0.014743	0.407715
243	0.010476	0.024752	0.012964	0.010952	0.010409	0.014599	0.406143
244	0.010472	0.024474	0.012914	0.010945	0.010401	0.014458	0.404626
245	0.010468	0.024212	0.012862	0.010935	0.010393	0.014317	0.403158
246	0.010465	0.023938	0.012817	0.010928	0.010387	0.014179	0.40158
247	0.010463	0.023651	0.012772	0.010918	0.010381	0.014053	0.399898
248	0.01046	0.023375	0.012725	0.01091	0.010377	0.01394	0.398395
249	0.010456	0.023089	0.012681	0.010901	0.010372	0.013819	0.396869
250	0.010454	0.022809	0.012641	0.010893	0.010367	0.013713	0.395376
251	0.010449	0.022547	0.012598	0.010884	0.010362	0.013598	0.394014
252	0.010444	0.022305	0.012563	0.010873	0.01036	0.013492	0.392443
253	0.010443	0.022012	0.012527	0.010866	0.010356	0.013394	0.390943
254	0.010439	0.021779	0.012491	0.010859	0.010352	0.01329	0.38949
255	0.010436	0.021552	0.012461	0.010851	0.010348	0.013195	0.388051
256	0.010432	0.021326	0.012427	0.010843	0.010343	0.013105	0.386644
257	0.010432	0.021128	0.012395	0.010834	0.010339	0.013021	0.385203
258	0.010428	0.020936	0.012362	0.010826	0.010336	0.012935	0.383722
259	0.010424	0.020759	0.012331	0.010818	0.010333	0.012845	0.382278
260	0.010421	0.020572	0.012301	0.010809	0.01033	0.012769	0.380837
261	0.010415	0.020411	0.012269	0.010802	0.010327	0.012694	0.379294
262	0.010414	0.020248	0.012236	0.010796	0.010324	0.01261	0.377797
263	0.010411	0.020095	0.012208	0.01079	0.010322	0.012532	0.376366
264	0.010409	0.019945	0.012169	0.010783	0.01032	0.012454	0.374892
265	0.010407	0.019795	0.012135	0.010775	0.01032	0.012392	0.373567
266	0.010404	0.019665	0.012105	0.01077	0.010317	0.012328	0.37202
267	0.010401	0.019533	0.01207	0.010763	0.010316	0.012257	0.370624
268	0.010397	0.019404	0.012037	0.010756	0.010311	0.012197	0.369175
269	0.010393	0.019287	0.012008	0.010751	0.010312	0.012138	0.367752
270	0.010389	0.019167	0.011983	0.010747	0.010311	0.012073	0.366408
271	0.010387	0.01904	0.011961	0.010744	0.010309	0.012016	0.365005
272	0.010384	0.018924	0.011936	0.01074	0.010309	0.01196	0.363769
273	0.010381	0.01881	0.01191	0.010735	0.010306	0.011902	0.362357
274	0.010378	0.018694	0.011889	0.01073	0.010303	0.011848	0.361
275	0.010375	0.018592	0.011867	0.010723	0.010303	0.011798	0.359691
276	0.010373	0.01849	0.011844	0.010719	0.010301	0.011755	0.358324
277	0.010369	0.018388	0.011822	0.010715	0.010297	0.011713	0.356948
278	0.010366	0.018286	0.011799	0.010711	0.010296	0.011662	0.355624
279	0.010364	0.018194	0.011781	0.010708	0.010293	0.011614	0.354283
280	0.010361	0.018098	0.011762	0.010705	0.010291	0.011574	0.353036
281	0.010361	0.018006	0.01174	0.010701	0.010289	0.011532	0.351733
282	0.010358	0.017921	0.01172	0.010698	0.010288	0.011496	0.350406
283	0.010354	0.017831	0.011701	0.010695	0.010284	0.011456	0.349094
284	0.010353	0.017748	0.011682	0.010691	0.010284	0.011416	0.347776
285	0.010347	0.017671	0.011664	0.010686	0.010282	0.011379	0.346409
286	0.010345	0.017587	0.011648	0.010682	0.010279	0.011342	0.345062
287	0.010343	0.017513	0.011634	0.01068	0.010278	0.01131	0.343804
288	0.01034	0.017442	0.011619	0.010675	0.010278	0.011282	0.342514
289	0.010338	0.01737	0.011606	0.010673	0.010278	0.011253	0.341221
290	0.010335	0.017297	0.01159	0.010668	0.010274	0.011222	0.339874
291	0.01033	0.017231	0.011577	0.010663	0.010272	0.011195	0.338585
292	0.010331	0.017165	0.011565	0.010663	0.010272	0.01117	0.337288
293	0.010331	0.017092	0.011556	0.01066	0.010272	0.011143	0.335974
294	0.010329	0.017025	0.011544	0.010657	0.010272	0.011119	0.334751
295	0.010327	0.016952	0.011534	0.010655	0.010271	0.011094	0.333538
296	0.010324	0.016884	0.011522	0.010653	0.01027	0.011071	0.332226
297	0.010324	0.016816	0.011513	0.010649	0.010269	0.011048	0.331142
298	0.010323	0.016746	0.011503	0.010645	0.01027	0.011024	0.330012
299	0.010321	0.016683	0.011492	0.010643	0.010271	0.011003	0.328691
300	0.01032	0.016612	0.011481	0.010639	0.01027	0.010982	0.327442
301	0.010317	0.016542	0.01147	0.010636	0.010268	0.010967	0.32632
302	0.010315	0.016477	0.011458	0.010636	0.010268	0.010943	0.325129
303	0.010313	0.016409	0.011449	0.010631	0.010268	0.010923	0.323925
304	0.010312	0.016332	0.011438	0.010627	0.010266	0.010904	0.322775
305	0.010311	0.016256	0.011428	0.010623	0.010265	0.010887	0.321587
306	0.010311	0.01619	0.011419	0.01062	0.010262	0.010868	0.320414
307	0.01031	0.016118	0.011411	0.010618	0.010263	0.010854	0.319212
308	0.010309	0.016053	0.011402	0.010614	0.010262	0.010839	0.318041
309	0.010308	0.015986	0.011392	0.010612	0.01026	0.010824	0.316916
310	0.010307	0.01591	0.011384	0.010608	0.010259	0.010807	0.315678
311	0.010306	0.015845	0.011374	0.010605	0.01026	0.010792	0.314468
312	0.010305	0.01578	0.011364	0.010604	0.010259	0.010778	0.313319
313	0.010304	0.015726	0.011355	0.010603	0.010259	0.010761	0.312066
314	0.010305	0.015655	0.011346	0.010599	0.010259	0.010747	0.310943
315	0.010305	0.015593	0.011339	0.010595	0.010257	0.010733	0.309789
316	0.010305	0.015535	0.011331	0.010592	0.010258	0.010719	0.308584
317	0.010304	0.015481	0.011325	0.010589	0.010255	0.010707	0.307399
318	0.010305	0.015414	0.011316	0.010586	0.010255	0.010697	0.306334
319	0.010305	0.015349	0.011307	0.010583	0.010255	0.010685	0.305224
320	0.010303	0.015291	0.0113	0.01058	0.010254	0.010669	0.304109
321	0.010302	0.015235	0.011295	0.010579	0.010254	0.010659	0.303036
322	0.010301	0.015173	0.011289	0.01058	0.010254	0.010648	0.302076
323	0.0103	0.015118	0.011281	0.010577	0.010254	0.010634	0.301024
324	0.010301	0.015053	0.011273	0.010575	0.010252	0.010623	0.299949
325	0.010302	0.015003	0.011269	0.010571	0.010251	0.010614	0.298874
326	0.010303	0.014949	0.011263	0.010567	0.010251	0.010606	0.297796
327	0.010302	0.01489	0.011256	0.010564	0.010249	0.010597	0.296776
328	0.0103	0.014834	0.01125	0.01056	0.010251	0.010585	0.295584
329	0.0103	0.014784	0.011243	0.010558	0.010251	0.010576	0.294521
330	0.010299	0.01473	0.011236	0.010555	0.01025	0.010571	0.29354
331	0.010299	0.014686	0.01123	0.010553	0.010252	0.010564	0.292459
332	0.010298	0.014636	0.011223	0.010552	0.010251	0.010559	0.291417
333	0.010297	0.014587	0.011217	0.010552	0.01025	0.010549	0.290346
334	0.010297	0.01454	0.011212	0.01055	0.010249	0.010542	0.289228
335	0.010298	0.01449	0.011207	0.010548	0.010248	0.010534	0.288119
336	0.010295	0.014444	0.011202	0.010546	0.010249	0.010526	0.28705
337	0.010295	0.014398	0.011198	0.010544	0.01025	0.010519	0.285993
338	0.010295	0.014358	0.011192	0.010541	0.01025	0.010516	0.284926
339	0.010295	0.014315	0.011186	0.01054	0.01025	0.01051	0.283933
340	0.010296	0.014273	0.011181	0.010538	0.01025	0.010503	0.282891
341	0.010294	0.014232	0.011176	0.010536	0.01025	0.010499	0.281854
342	0.010291	0.014192	0.011172	0.010534	0.010247	0.01049	0.280858
343	0.010291	0.014156	0.011169	0.010534	0.010246	0.010484	0.279906
344	0.010293	0.014117	0.011166	0.010531	0.010248	0.010478	0.278899
345	0.010293	0.014082	0.011162	0.01053	0.010249	0.010474	0.277939
346	0.010292	0.014043	0.01116	0.010528	0.010249	0.010469	0.276925
347	0.010292	0.01401	0.011157	0.010526	0.010249	0.010465	0.275915
348	0.010291	0.013977	0.011151	0.010524	0.010248	0.010459	0.27493
349	0.01029	0.013942	0.011149	0.010525	0.010246	0.010455	0.27395
350	0.01029	0.013907	0.011142	0.010524	0.010246	0.01045	0.272963
351	0.010289	0.013872	0.011141	0.010521	0.010247	0.010444	0.271962
352	0.010288	0.01384	0.011137	0.01052	0.010248	0.010444	0.270994
353	0.010289	0.013812	0.011132	0.010517	0.010248	0.010437	0.270068
354	0.01029	0.013786	0.011127	0.010515	0.010247	0.010432	0.269115
355	0.01029	0.013755	0.011124	0.010514	0.010247	0.010432	0.2682
356	0.010289	0.013726	0.011121	0.010513	0.010248	0.010428	0.267203
357	0.010285	0.013696	0.011116	0.010513	0.010248	0.010426	0.266258
358	0.010285	0.013667	0.011112	0.010512	0.010248	0.010426	0.265271
359	0.010287	0.013641	0.01111	0.010513	0.010246	0.010419	0.264285
360	0.010287	0.013612	0.011106	0.010513	0.010247	0.010414	0.263314
361	0.010288	0.013584	0.011103	0.010512	0.010248	0.010411	0.262328
362	0.010289	0.013557	0.011098	0.010511	0.010246	0.010409	0.2614
363	0.01029	0.013531	0.011095	0.010511	0.010247	0.010408	0.260432
364	0.010288	0.013505	0.011091	0.01051	0.010248	0.010406	0.259478
365	0.010288	0.013474	0.011089	0.010509	0.010248	0.010405	0.258484
366	0.010287	0.013444	0.011087	0.010507	0.010248	0.010401	0.25753
367	0.010288	0.013421	0.011082	0.010507	0.010246	0.010402	0.256607
368	0.010287	0.013393	0.011077	0.010505	0.010246	0.010399	0.255739
369	0.010289	0.013364	0.011075	0.010503	0.010243	0.010393	0.254779
370	0.010289	0.013336	0.01107	0.010502	0.010243	0.010389	0.253817
371	0.010288	0.013307	0.011067	0.010501	0.010243	0.010387	0.252857
372	0.010287	0.013281	0.011063	0.010499	0.010243	0.010384	0.251945
373	0.010288	0.013246	0.011058	0.010498	0.010245	0.010384	0.251104
374	0.010287	0.013224	0.011053	0.010497	0.010246	0.010382	0.250225
