Time step	Uncertainty	Uncertainty	Uncertainty	Uncertainty
	¦Î=0.5	¦Î=1	¦Î=1.5	¦Î=2
616	0.010205	0.01021	0.010248	0.010286
617	0.010206	0.010211	0.010249	0.010285
618	0.010206	0.01021	0.010248	0.010284
619	0.010206	0.010207	0.010247	0.010285
620	0.010206	0.010207	0.010246	0.010285
621	0.010207	0.010208	0.010245	0.010284
622	0.010208	0.010209	0.010244	0.010287
623	0.010209	0.010209	0.010244	0.010288
624	0.010208	0.010208	0.010243	0.010288
625	0.010208	0.010207	0.010244	0.010287
626	0.010207	0.010207	0.010244	0.010288
627	0.010206	0.010208	0.010245	0.010288
628	0.010205	0.010208	0.010245	0.010288
629	0.010205	0.010206	0.010244	0.010287
630	0.010205	0.010206	0.010245	0.010288
631	0.010203	0.010206	0.010244	0.010289
632	0.010202	0.010207	0.010245	0.01029
633	0.010202	0.010206	0.010244	0.010289
634	0.010201	0.010207	0.010243	0.01029
635	0.010203	0.010205	0.010244	0.01029
636	0.010203	0.010204	0.010244	0.01029
637	0.010204	0.010205	0.010244	0.010289
638	0.010205	0.010206	0.010244	0.01029
639	0.010205	0.010206	0.010243	0.010288
640	0.010204	0.010206	0.010243	0.01029
641	0.010204	0.010206	0.010244	0.01029
642	0.010205	0.010207	0.010242	0.010289
643	0.010205	0.010208	0.010243	0.010287
644	0.010205	0.010209	0.010243	0.010287
645	0.010205	0.010208	0.010243	0.010288
646	0.010206	0.010209	0.010243	0.010288
647	0.010207	0.01021	0.010243	0.010289
648	0.010207	0.01021	0.010243	0.010288
649	0.010208	0.010208	0.010241	0.010288
650	0.010208	0.010208	0.010241	0.010287
651	0.010205	0.010209	0.010242	0.010287
652	0.010206	0.010209	0.010243	0.010287
653	0.010206	0.01021	0.010242	0.010287
654	0.010205	0.010211	0.010242	0.010285
655	0.010203	0.01021	0.010242	0.010284
656	0.010202	0.01021	0.010241	0.010286
657	0.010201	0.010209	0.010241	0.010286
658	0.010203	0.010208	0.010243	0.010285
659	0.010202	0.010205	0.010244	0.010286
660	0.010202	0.010206	0.010245	0.010286
661	0.010203	0.010205	0.010245	0.010285
662	0.010201	0.010207	0.010244	0.010286
663	0.0102	0.010206	0.010247	0.010286
664	0.0102	0.010207	0.010244	0.010284
665	0.010199	0.010208	0.010243	0.010284
666	0.010198	0.010205	0.010242	0.010284
667	0.010199	0.010205	0.010242	0.010283
668	0.010197	0.010204	0.010242	0.010281
669	0.0102	0.010206	0.01024	0.010283
670	0.010201	0.010205	0.010242	0.010283
671	0.010199	0.010204	0.010242	0.010283
672	0.010201	0.010204	0.010242	0.010283
673	0.0102	0.010203	0.010242	0.010285
674	0.0102	0.010204	0.01024	0.010286
675	0.010201	0.010205	0.01024	0.010286
676	0.0102	0.010203	0.01024	0.010284
677	0.010202	0.010203	0.010241	0.010283
678	0.0102	0.010202	0.010241	0.010283
679	0.010198	0.010204	0.01024	0.010284
680	0.010198	0.010205	0.010239	0.010281
681	0.010197	0.010204	0.010238	0.010281
682	0.010198	0.010205	0.010239	0.010281
683	0.010197	0.010204	0.010239	0.010281
684	0.010197	0.010206	0.010238	0.010281
685	0.010198	0.010205	0.010239	0.010282
686	0.010196	0.010204	0.010238	0.010281
687	0.010197	0.010203	0.010239	0.01028
688	0.010196	0.010204	0.010239	0.01028
689	0.010199	0.010205	0.010239	0.01028
690	0.010198	0.010206	0.010238	0.010281
691	0.010199	0.010205	0.010238	0.01028
692	0.010199	0.010205	0.010239	0.010282
693	0.010197	0.010205	0.010239	0.010283
694	0.010195	0.010204	0.010239	0.010283
695	0.010194	0.010204	0.010239	0.010282
696	0.010197	0.010204	0.010238	0.010282
697	0.010198	0.010204	0.010237	0.010282
698	0.010197	0.010205	0.010236	0.01028
699	0.010198	0.010203	0.010237	0.01028
700	0.0102	0.010203	0.010235	0.01028
701	0.010199	0.010203	0.010235	0.010281
702	0.010198	0.010204	0.010233	0.010282
703	0.010197	0.010204	0.010234	0.010282
704	0.010199	0.010205	0.010233	0.010282
705	0.010201	0.010205	0.010233	0.010283
706	0.0102	0.010204	0.010234	0.010284
707	0.0102	0.010203	0.010234	0.010285
708	0.0102	0.010203	0.010234	0.010284
709	0.010201	0.010203	0.010234	0.010284
710	0.010199	0.010204	0.010232	0.010283
711	0.010199	0.010202	0.010231	0.010282
712	0.010201	0.010201	0.010233	0.010282
713	0.010201	0.010201	0.01023	0.010282
714	0.010201	0.010201	0.01023	0.010283
715	0.010201	0.010202	0.010231	0.010283
716	0.010202	0.010203	0.010233	0.010284
717	0.010202	0.010203	0.010232	0.010285
718	0.010201	0.010203	0.010233	0.010284
719	0.010199	0.010202	0.010234	0.010284
720	0.0102	0.0102	0.010235	0.010283
721	0.010199	0.010202	0.010235	0.010284
722	0.010198	0.010202	0.010236	0.010283
723	0.0102	0.010202	0.010234	0.010282
724	0.010199	0.010202	0.010235	0.010284
725	0.010197	0.010203	0.010235	0.010284
726	0.010199	0.010203	0.010235	0.010283
727	0.010199	0.010203	0.010235	0.010283
728	0.010198	0.010205	0.010235	0.010283
729	0.010199	0.010206	0.010234	0.010283
730	0.010199	0.010205	0.010237	0.010282
731	0.010199	0.010205	0.01024	0.010282
732	0.010197	0.010202	0.01024	0.010282
733	0.010197	0.010202	0.010239	0.010281
734	0.010197	0.010202	0.010238	0.01028
735	0.010197	0.0102	0.010239	0.010281
736	0.010198	0.010199	0.010241	0.010282
737	0.010197	0.010198	0.010242	0.01028
738	0.010195	0.0102	0.010241	0.010279
739	0.010196	0.010199	0.010239	0.010278
740	0.010197	0.010199	0.010239	0.010278
741	0.010198	0.010199	0.010239	0.010278
742	0.010197	0.0102	0.010237	0.010278
743	0.010196	0.010201	0.010238	0.010278
744	0.010196	0.010203	0.010238	0.010277
745	0.010195	0.010203	0.010239	0.010278
746	0.010193	0.010202	0.010241	0.01028
747	0.010193	0.010202	0.010239	0.010282
748	0.010191	0.010206	0.010239	0.010283
749	0.010191	0.010207	0.010239	0.010283
750	0.010192	0.010207	0.010239	0.010283
751	0.010192	0.010205	0.010238	0.010283
752	0.010191	0.010205	0.010237	0.010284
753	0.010192	0.010206	0.010236	0.010282
754	0.010191	0.010207	0.010235	0.010282
755	0.010192	0.010205	0.010235	0.010284
756	0.010191	0.010206	0.010235	0.010282
757	0.010191	0.010205	0.010237	0.010281
758	0.010193	0.010206	0.010236	0.010282
759	0.010194	0.010206	0.010237	0.010283
760	0.010193	0.010207	0.010237	0.010282
761	0.010194	0.010206	0.010235	0.010282
762	0.010195	0.010205	0.010234	0.010284
763	0.010193	0.010205	0.010235	0.010282
764	0.010194	0.010204	0.010234	0.01028
765	0.010195	0.010205	0.010233	0.01028
766	0.010195	0.010207	0.010233	0.010279
767	0.010193	0.010206	0.010233	0.010279
768	0.010193	0.010205	0.010234	0.010277
769	0.010192	0.010205	0.010235	0.010277
770	0.010191	0.010204	0.010236	0.010277
771	0.01019	0.010203	0.010236	0.010277
772	0.010191	0.010204	0.010236	0.010277
773	0.010191	0.010204	0.010235	0.010277
774	0.010191	0.010203	0.010235	0.010277
775	0.01019	0.010203	0.010233	0.01028
776	0.01019	0.010201	0.010233	0.01028
777	0.010192	0.010201	0.010232	0.01028
778	0.010192	0.010201	0.010231	0.010279
779	0.010193	0.010199	0.010231	0.010279
780	0.010194	0.0102	0.010231	0.01028
781	0.010194	0.0102	0.010231	0.010279
782	0.010195	0.0102	0.010231	0.010279
783	0.010193	0.0102	0.010231	0.010281
784	0.010193	0.010199	0.010231	0.01028
785	0.010194	0.010199	0.010231	0.010279
786	0.010194	0.0102	0.010232	0.010281
787	0.010191	0.010201	0.010232	0.010281
788	0.010191	0.0102	0.010232	0.010281
789	0.010193	0.010202	0.010231	0.01028
790	0.010193	0.010202	0.01023	0.01028
791	0.010193	0.010201	0.01023	0.010278
792	0.010192	0.010202	0.01023	0.010278
793	0.010194	0.0102	0.010231	0.010279
794	0.010195	0.010202	0.01023	0.010279
795	0.010195	0.010201	0.01023	0.010278
796	0.010194	0.010203	0.010231	0.010278
797	0.010193	0.010203	0.01023	0.010279
798	0.010193	0.010203	0.010231	0.010279
799	0.010193	0.010203	0.010233	0.010279
800	0.010191	0.010201	0.010232	0.01028
801	0.010191	0.010201	0.010231	0.01028
802	0.010191	0.0102	0.010231	0.010279
803	0.01019	0.010201	0.010232	0.010278
804	0.010189	0.0102	0.01023	0.010277
805	0.01019	0.010202	0.01023	0.010277
806	0.010189	0.0102	0.010233	0.010277
807	0.010189	0.010201	0.010231	0.010278
808	0.01019	0.010201	0.010231	0.010276
809	0.010188	0.010199	0.010229	0.010275
810	0.010188	0.010199	0.01023	0.010274
811	0.01019	0.0102	0.01023	0.010274
812	0.010191	0.0102	0.010229	0.010275
813	0.01019	0.010199	0.010229	0.010277
814	0.010191	0.0102	0.01023	0.010277
815	0.01019	0.010202	0.01023	0.010277
816	0.010189	0.010202	0.010229	0.010276
817	0.010191	0.010202	0.01023	0.010275
818	0.01019	0.010203	0.01023	0.010275
819	0.010189	0.010204	0.01023	0.010274
820	0.01019	0.010205	0.010227	0.010275
821	0.010189	0.010205	0.010228	0.010277
822	0.010192	0.010204	0.010227	0.010277
823	0.010189	0.010204	0.010228	0.010276
824	0.010189	0.010203	0.010229	0.010277
825	0.010189	0.010203	0.010228	0.010277
826	0.01019	0.010203	0.01023	0.010276
827	0.01019	0.010202	0.010231	0.010277
828	0.01019	0.010203	0.010231	0.010277
829	0.01019	0.010203	0.01023	0.010277
830	0.010189	0.010203	0.01023	0.010276
831	0.010186	0.010204	0.01023	0.010276
832	0.010186	0.010204	0.010233	0.010274
833	0.010186	0.010204	0.010232	0.010275
834	0.010187	0.010202	0.010231	0.010275
835	0.010188	0.010202	0.010231	0.010277
836	0.010186	0.010202	0.01023	0.010275
837	0.010187	0.010201	0.010231	0.010276
838	0.010187	0.0102	0.01023	0.010276
839	0.010188	0.0102	0.010231	0.010276
840	0.010189	0.010197	0.01023	0.010276
841	0.01019	0.010197	0.01023	0.010276
842	0.010191	0.010198	0.01023	0.010277
843	0.010191	0.010197	0.010229	0.010277
844	0.01019	0.010198	0.010228	0.010278
845	0.01019	0.010198	0.010227	0.010279
846	0.01019	0.010199	0.010227	0.010279
847	0.01019	0.010198	0.010226	0.010278
848	0.01019	0.010199	0.010225	0.010279
849	0.01019	0.010199	0.010227	0.010279
850	0.010189	0.0102	0.010225	0.010278
851	0.010189	0.010199	0.010225	0.010277
852	0.010187	0.010198	0.010226	0.010276
853	0.010189	0.010198	0.010226	0.010276
854	0.01019	0.010199	0.010226	0.010273
855	0.010189	0.010199	0.010226	0.010273
856	0.010188	0.010199	0.010226	0.010272
857	0.010189	0.010199	0.010226	0.010273
858	0.010188	0.010198	0.010227	0.010274
859	0.010189	0.010198	0.010227	0.010273
860	0.010188	0.010197	0.010226	0.010274
861	0.010189	0.010198	0.010226	0.010274
862	0.010189	0.010198	0.010227	0.010274
863	0.01019	0.010197	0.010227	0.010275
864	0.01019	0.010196	0.010226	0.010274
865	0.010191	0.010196	0.010225	0.010275
866	0.010191	0.010193	0.010226	0.010274
867	0.010192	0.010193	0.010226	0.010273
868	0.010192	0.010192	0.010227	0.010275
869	0.010192	0.010195	0.010225	0.010275
870	0.010192	0.010195	0.010225	0.010275
871	0.010192	0.010194	0.010224	0.010275
872	0.010192	0.010194	0.010224	0.010274
873	0.010191	0.010195	0.010225	0.010273
874	0.01019	0.010196	0.010224	0.010272
875	0.01019	0.010197	0.010224	0.010275
876	0.010189	0.010198	0.010222	0.010275
877	0.01019	0.010196	0.010223	0.010275
878	0.01019	0.010197	0.010224	0.010273
879	0.01019	0.010196	0.010225	0.010273
880	0.010193	0.010195	0.010225	0.010273
881	0.010192	0.010195	0.010225	0.010275
882	0.01019	0.010194	0.010225	0.010274
883	0.010191	0.010194	0.010225	0.010273
884	0.01019	0.010194	0.010225	0.010275
885	0.010189	0.010194	0.010223	0.010274
886	0.010189	0.010194	0.010222	0.010273
887	0.010188	0.010194	0.010221	0.010274
888	0.01019	0.010194	0.010223	0.010273
889	0.010192	0.010196	0.010222	0.010273
890	0.010191	0.010195	0.010222	0.010274
891	0.010191	0.010195	0.010222	0.010274
892	0.010191	0.010195	0.010224	0.010275
893	0.010189	0.010196	0.010223	0.010273
894	0.010189	0.010194	0.010223	0.010272
895	0.010189	0.010196	0.010223	0.010273
896	0.010189	0.010195	0.010224	0.010273
897	0.010189	0.010195	0.010224	0.010273
898	0.010189	0.010194	0.010223	0.010274
899	0.010187	0.010194	0.010222	0.010273
900	0.010186	0.010194	0.010224	0.010272
901	0.010187	0.010193	0.010224	0.010273
902	0.010187	0.010192	0.010222	0.010273
903	0.010188	0.010192	0.010221	0.010272
904	0.010187	0.010193	0.010222	0.010273
905	0.010189	0.010196	0.010222	0.010272
906	0.010189	0.010195	0.010223	0.010273
907	0.010187	0.010196	0.010224	0.010271
908	0.010188	0.010199	0.010226	0.010271
909	0.010189	0.010199	0.010226	0.010271
910	0.010189	0.010198	0.010227	0.010271
911	0.01019	0.010196	0.010228	0.010271
912	0.01019	0.010197	0.010228	0.010271
913	0.010189	0.010196	0.010228	0.010271
914	0.01019	0.010196	0.010228	0.01027
915	0.010189	0.010197	0.010227	0.01027
916	0.010188	0.010197	0.010228	0.01027
917	0.010186	0.010196	0.010227	0.010272
918	0.010187	0.010195	0.010226	0.010272
919	0.010188	0.010195	0.010226	0.010271
920	0.010188	0.010196	0.010225	0.010271
921	0.010188	0.010196	0.010223	0.01027
922	0.010188	0.010198	0.010223	0.010269
923	0.010187	0.010196	0.010223	0.01027
924	0.010186	0.010195	0.010223	0.010271
925	0.010187	0.010194	0.010222	0.010269
926	0.010187	0.010193	0.010223	0.010268
927	0.010188	0.010192	0.010221	0.010269
928	0.010191	0.010193	0.010221	0.010269
929	0.01019	0.010194	0.010222	0.010269
930	0.010188	0.010195	0.010223	0.01027
931	0.010187	0.010195	0.010223	0.010269
932	0.010187	0.010195	0.010223	0.010269
933	0.010185	0.010195	0.010221	0.010268
934	0.010185	0.010196	0.010221	0.010269
935	0.010186	0.010195	0.010221	0.010269
936	0.010186	0.010195	0.010221	0.010268
937	0.010185	0.010194	0.010221	0.010269
938	0.010184	0.010195	0.01022	0.010269
939	0.010183	0.010195	0.010221	0.010269
940	0.010182	0.010194	0.010221	0.010268
941	0.010182	0.010194	0.010222	0.010268
942	0.010182	0.010195	0.010222	0.01027
943	0.010181	0.010194	0.010224	0.010269
944	0.010181	0.010194	0.010222	0.010269
945	0.010183	0.010192	0.010222	0.010268
946	0.010184	0.01019	0.010221	0.010269
947	0.010185	0.01019	0.01022	0.010269
948	0.010186	0.010189	0.01022	0.01027
949	0.010185	0.010191	0.01022	0.010269
950	0.010184	0.010192	0.010219	0.010269
951	0.010185	0.010189	0.01022	0.01027
952	0.010184	0.01019	0.01022	0.010271
953	0.010181	0.010191	0.010219	0.01027
954	0.010182	0.01019	0.010219	0.01027
955	0.010182	0.010191	0.01022	0.01027
956	0.010181	0.010193	0.010221	0.010271
957	0.01018	0.010193	0.010219	0.010272
958	0.010181	0.010192	0.010219	0.010273
959	0.010182	0.010193	0.010217	0.010271
960	0.010182	0.010192	0.010216	0.01027
961	0.010183	0.010193	0.010217	0.010271
962	0.010184	0.010193	0.010216	0.010272
963	0.010184	0.010193	0.010218	0.010272
964	0.010181	0.010193	0.010217	0.010272
965	0.010181	0.010193	0.010216	0.010272
966	0.010182	0.010194	0.010215	0.01027
967	0.010182	0.010195	0.010215	0.01027
968	0.010181	0.010194	0.010216	0.010271
969	0.010181	0.010193	0.010217	0.010271
970	0.010181	0.010194	0.010217	0.01027
971	0.010181	0.010194	0.010217	0.010271
972	0.010179	0.010193	0.010218	0.010269
973	0.01018	0.010191	0.010218	0.010269
974	0.010181	0.010192	0.010217	0.010266
975	0.010182	0.010193	0.010218	0.010267
976	0.010182	0.010194	0.010218	0.010266
977	0.010181	0.010194	0.010219	0.010266
978	0.01018	0.010193	0.010219	0.010268
979	0.01018	0.010193	0.01022	0.010267
980	0.010181	0.010191	0.01022	0.010266
981	0.010182	0.010191	0.010219	0.010266
982	0.010182	0.010192	0.010218	0.010266
983	0.010182	0.010193	0.010218	0.010265
984	0.010183	0.010193	0.010215	0.010266
985	0.010184	0.010194	0.010216	0.010264
986	0.010184	0.010194	0.010215	0.010264
987	0.010184	0.010196	0.010216	0.010263
988	0.010184	0.010195	0.010217	0.010262
989	0.010185	0.010194	0.010217	0.010262
990	0.010185	0.010193	0.010219	0.010262
991	0.010185	0.010193	0.010217	0.010262
992	0.010183	0.010191	0.010216	0.010263
993	0.010182	0.010189	0.010217	0.010263
994	0.010183	0.01019	0.010218	0.010264
995	0.010181	0.010191	0.010218	0.010264
996	0.010184	0.010192	0.010218	0.010265
997	0.010185	0.01019	0.010218	0.010266
998	0.010187	0.010191	0.010218	0.010264
999	0.010186	0.010192	0.010218	0.010265
1000	0.010188	0.010192	0.010216	0.010265
1001	0.010187	0.010192	0.010218	0.010262
1002	0.010187	0.010192	0.010216	0.010261
1003	0.010186	0.01019	0.010216	0.010261
1004	0.010185	0.010191	0.010215	0.01026
1005	0.010186	0.01019	0.010214	0.01026
1006	0.010186	0.010189	0.010215	0.010262
1007	0.010187	0.010189	0.010215	0.010265
1008	0.010186	0.010189	0.010214	0.010265
1009	0.010186	0.010189	0.010213	0.010263
1010	0.010187	0.010188	0.010212	0.010263
1011	0.010186	0.010187	0.010211	0.010262
1012	0.010187	0.010188	0.010211	0.010262
1013	0.010186	0.01019	0.010211	0.010265
1014	0.010187	0.01019	0.010213	0.010264
1015	0.010185	0.010189	0.010213	0.010264
1016	0.010185	0.010189	0.010213	0.010264
1017	0.010187	0.010188	0.010213	0.010265
1018	0.010185	0.010189	0.010213	0.010265
1019	0.010185	0.010191	0.010213	0.010263
1020	0.010185	0.01019	0.010214	0.010265
1021	0.010187	0.010192	0.010213	0.010264
1022	0.010187	0.010191	0.010215	0.010264
1023	0.010185	0.01019	0.010213	0.010264
1024	0.010185	0.01019	0.010215	0.010264
1025	0.010183	0.010192	0.010214	0.010263
1026	0.010183	0.010192	0.010214	0.010263
1027	0.010183	0.010192	0.010213	0.010263
1028	0.010183	0.010191	0.010214	0.010262
1029	0.010183	0.01019	0.010214	0.010262
1030	0.010182	0.010189	0.010214	0.010261
1031	0.010184	0.010189	0.010215	0.01026
1032	0.010183	0.01019	0.010212	0.01026
1033	0.010184	0.010191	0.010214	0.01026
1034	0.010185	0.010189	0.010212	0.010261
1035	0.010185	0.010189	0.010213	0.010262
1036	0.010184	0.01019	0.010212	0.010261
1037	0.010185	0.010189	0.010212	0.01026
1038	0.010183	0.01019	0.01021	0.010261
1039	0.010184	0.010188	0.01021	0.010262
1040	0.010184	0.010187	0.010208	0.010261
1041	0.010182	0.010187	0.01021	0.01026
1042	0.010183	0.010186	0.010208	0.010261
1043	0.010183	0.010187	0.010207	0.010262
1044	0.010183	0.010188	0.010208	0.010262
1045	0.010183	0.010187	0.010208	0.010262
1046	0.010184	0.010188	0.010209	0.010263
1047	0.010185	0.010188	0.010208	0.010261
1048	0.010183	0.010188	0.010208	0.010262
1049	0.010183	0.010189	0.010208	0.010262
1050	0.010185	0.010189	0.010209	0.010263
1051	0.010185	0.010189	0.01021	0.010262
1052	0.010184	0.010189	0.010209	0.010262
1053	0.010184	0.010189	0.01021	0.010261
1054	0.010183	0.010188	0.010209	0.010262
1055	0.010182	0.010188	0.010208	0.010261
1056	0.010182	0.010187	0.010207	0.010261
1057	0.010182	0.010188	0.010208	0.01026
1058	0.010182	0.010189	0.010208	0.01026
1059	0.01018	0.010189	0.010208	0.010262
1060	0.01018	0.010189	0.010207	0.010263
1061	0.010181	0.010189	0.010207	0.010262
1062	0.01018	0.01019	0.010208	0.010262
1063	0.010181	0.010191	0.01021	0.010262
1064	0.01018	0.010191	0.010209	0.010261
1065	0.010181	0.010194	0.010209	0.010259
1066	0.010181	0.010193	0.01021	0.010259
1067	0.010183	0.010193	0.010209	0.010259
1068	0.010183	0.010193	0.01021	0.010259
1069	0.010181	0.010194	0.010211	0.010259
1070	0.010182	0.010193	0.010211	0.010259
1071	0.010183	0.010191	0.01021	0.010257
1072	0.010181	0.010191	0.01021	0.010258
1073	0.010181	0.010191	0.010211	0.010257
1074	0.010182	0.01019	0.010212	0.01026
1075	0.010183	0.010189	0.010212	0.01026
1076	0.010182	0.010186	0.010211	0.010262
1077	0.010183	0.010187	0.010211	0.010262
1078	0.010182	0.010188	0.01021	0.010262
1079	0.01018	0.010187	0.01021	0.010262
1080	0.010181	0.010188	0.010209	0.010262
1081	0.01018	0.01019	0.01021	0.010262
1082	0.010177	0.010189	0.010208	0.010262
1083	0.010178	0.01019	0.010207	0.010262
1084	0.010179	0.010189	0.010208	0.01026
1085	0.010178	0.010191	0.010209	0.01026
1086	0.010178	0.010188	0.010207	0.010261
1087	0.010179	0.010187	0.010206	0.010263
1088	0.01018	0.010187	0.010206	0.010261
1089	0.01018	0.010188	0.010206	0.010261
1090	0.010181	0.01019	0.010206	0.010264
1091	0.010181	0.010192	0.010206	0.010263
1092	0.01018	0.010191	0.010205	0.010263
1093	0.010178	0.01019	0.010206	0.010263
1094	0.010178	0.010191	0.010206	0.010263
1095	0.010177	0.010193	0.010207	0.010262
1096	0.010179	0.010193	0.010206	0.010262
1097	0.010179	0.010192	0.010206	0.010261
1098	0.010178	0.010192	0.010208	0.01026
1099	0.010178	0.010191	0.010206	0.01026
1100	0.01018	0.010191	0.010207	0.010261
1101	0.010178	0.01019	0.010205	0.010261
1102	0.010178	0.01019	0.010207	0.010264
1103	0.01018	0.01019	0.010208	0.010263
1104	0.01018	0.010189	0.010208	0.010262
1105	0.010179	0.01019	0.010208	0.010262
1106	0.010178	0.010189	0.010207	0.01026
1107	0.010177	0.010188	0.010206	0.01026
1108	0.010177	0.010188	0.010209	0.01026
1109	0.010177	0.010188	0.010207	0.010261
1110	0.010178	0.010187	0.010206	0.010262
1111	0.010177	0.010186	0.010205	0.010261
1112	0.010178	0.010187	0.010205	0.01026
1113	0.010177	0.010188	0.010205	0.01026
1114	0.010176	0.010188	0.010205	0.01026
1115	0.010177	0.010188	0.010206	0.010261
1116	0.010178	0.010189	0.010207	0.01026
1117	0.010178	0.010188	0.010206	0.01026
1118	0.01018	0.010189	0.010206	0.01026
1119	0.010179	0.01019	0.010207	0.01026
1120	0.010179	0.010189	0.010207	0.010259
1121	0.010179	0.010189	0.010207	0.01026
1122	0.010178	0.01019	0.010209	0.01026
1123	0.010176	0.010189	0.010208	0.010259
1124	0.010174	0.010188	0.010208	0.010258
1125	0.010175	0.010188	0.010208	0.010258
1126	0.010175	0.010188	0.010209	0.010258
1127	0.010176	0.010187	0.010212	0.010258
1128	0.010174	0.010187	0.010211	0.010259
1129	0.010175	0.010189	0.010212	0.010259
1130	0.010175	0.010187	0.010211	0.010259
1131	0.010178	0.010188	0.01021	0.01026
1132	0.010178	0.010188	0.01021	0.010259
1133	0.010178	0.010188	0.010209	0.010258
1134	0.010178	0.010189	0.01021	0.010258
1135	0.010178	0.01019	0.010211	0.010259
1136	0.010176	0.010189	0.010209	0.010259
1137	0.010176	0.010191	0.010209	0.01026
1138	0.010177	0.01019	0.010208	0.010261
1139	0.010176	0.010189	0.01021	0.01026
1140	0.010177	0.01019	0.010208	0.010261
1141	0.010179	0.010191	0.010207	0.010261
1142	0.010179	0.010191	0.010207	0.010261
1143	0.01018	0.010191	0.010208	0.010259
1144	0.010179	0.01019	0.010208	0.010262
1145	0.01018	0.01019	0.010207	0.010262
1146	0.010181	0.010188	0.010206	0.010262
1147	0.010181	0.010189	0.010206	0.01026
1148	0.010179	0.010189	0.010206	0.010261
1149	0.010178	0.010191	0.010208	0.01026
1150	0.010176	0.010191	0.010208	0.010262
1151	0.010175	0.010192	0.010208	0.010261
1152	0.010175	0.010192	0.010206	0.010262
1153	0.010175	0.010191	0.010206	0.010261
1154	0.010176	0.010191	0.010205	0.01026
1155	0.010175	0.010193	0.010203	0.010261
1156	0.010175	0.010192	0.010202	0.010259
1157	0.010178	0.010192	0.010202	0.010259
1158	0.010178	0.010191	0.010201	0.010257
1159	0.010177	0.01019	0.010201	0.010258
1160	0.010176	0.010189	0.010202	0.010258
1161	0.010178	0.010188	0.010202	0.010259
1162	0.010176	0.010188	0.010202	0.010258
1163	0.010177	0.010188	0.010203	0.010257
1164	0.010177	0.010189	0.010204	0.010258
1165	0.010178	0.010189	0.010204	0.010257
1166	0.010177	0.010188	0.010203	0.010255
1167	0.010174	0.010188	0.010202	0.010256
1168	0.010175	0.010187	0.010204	0.010257
1169	0.010176	0.010187	0.010203	0.010256
1170	0.010177	0.010185	0.010204	0.010255
1171	0.010178	0.010186	0.010204	0.010255
1172	0.010178	0.010186	0.010205	0.010255
1173	0.010178	0.010186	0.010204	0.010254
1174	0.010177	0.010187	0.010205	0.010254
1175	0.010178	0.010186	0.010206	0.010256
1176	0.010176	0.010186	0.010207	0.010257
1177	0.010177	0.010187	0.010206	0.010257
1178	0.010176	0.010188	0.010208	0.010258
1179	0.010176	0.010188	0.010206	0.010258
1180	0.010175	0.010186	0.010205	0.010258
1181	0.010175	0.010186	0.010204	0.010258
1182	0.010174	0.010187	0.010205	0.010259
1183	0.010178	0.010187	0.010205	0.010258
1184	0.010178	0.010188	0.010206	0.010258
1185	0.010179	0.010189	0.010206	0.010257
1186	0.01018	0.010189	0.010207	0.010257
1187	0.01018	0.010189	0.010207	0.010255
1188	0.010181	0.010189	0.010206	0.010255
1189	0.010181	0.01019	0.010206	0.010256
1190	0.010182	0.01019	0.010206	0.010256
1191	0.010181	0.01019	0.010206	0.010255
1192	0.010181	0.010188	0.010206	0.010256
1193	0.010181	0.010188	0.010206	0.010255
1194	0.010182	0.010185	0.010205	0.010255
1195	0.010182	0.010186	0.010206	0.010255
1196	0.010182	0.010186	0.010205	0.010255
1197	0.010181	0.010186	0.010205	0.010254
1198	0.01018	0.010186	0.010204	0.010253
1199	0.010179	0.010188	0.010204	0.010252
1200	0.010181	0.010186	0.010203	0.010251
1201	0.010179	0.010187	0.010204	0.010252
1202	0.010179	0.010187	0.010204	0.010253
1203	0.010179	0.010187	0.010204	0.010252
1204	0.010179	0.010187	0.010204	0.010252
1205	0.010181	0.010187	0.010203	0.010251
1206	0.010181	0.010187	0.010205	0.010253
1207	0.010181	0.010187	0.010203	0.010252
1208	0.010178	0.010188	0.010204	0.010251
1209	0.010179	0.010188	0.010204	0.01025
1210	0.010179	0.010188	0.010204	0.010251
1211	0.010179	0.010189	0.010206	0.010248
1212	0.010178	0.010188	0.010205	0.010247
1213	0.010177	0.010188	0.010205	0.010247
1214	0.010178	0.010189	0.010203	0.010247
1215	0.010178	0.010189	0.010205	0.010248
1216	0.010177	0.010188	0.010206	0.010247
1217	0.010176	0.010189	0.010207	0.010247
1218	0.010176	0.010188	0.010205	0.010245
1219	0.010174	0.010189	0.010204	0.010247
1220	0.010174	0.010189	0.010204	0.010248
1221	0.010174	0.010189	0.010205	0.01025
1222	0.010176	0.010189	0.010207	0.01025
1223	0.010176	0.010189	0.01021	0.010251
1224	0.010178	0.01019	0.01021	0.01025
1225	0.010177	0.01019	0.010209	0.01025
1226	0.010178	0.010189	0.010208	0.010251
1227	0.010178	0.010187	0.010207	0.010249
1228	0.010178	0.010186	0.010209	0.010249
1229	0.010178	0.010187	0.010207	0.01025
1230	0.010177	0.010188	0.010207	0.010249
1231	0.010177	0.01019	0.010208	0.01025
1232	0.010178	0.01019	0.010208	0.01025
1233	0.010177	0.010188	0.010207	0.010249
1234	0.010178	0.010188	0.010208	0.010248
1235	0.010177	0.010187	0.010206	0.010249
1236	0.010178	0.010186	0.010206	0.010249
1237	0.010178	0.010188	0.010206	0.010248
