Time step	Uncertainty	Uncertainty	Uncertainty	Uncertainty
	¦Î=0.5	¦Î=1	¦Î=1.5	¦Î=2
1238	0.010177	0.010187	0.010207	0.010249
1239	0.010178	0.010187	0.010206	0.010247
1240	0.010178	0.010187	0.010207	0.010249
1241	0.010178	0.010187	0.010206	0.010249
1242	0.010178	0.010187	0.010204	0.010248
1243	0.010179	0.010187	0.010206	0.010248
1244	0.010178	0.010187	0.010205	0.010247
1245	0.010176	0.010185	0.010206	0.010249
1246	0.010176	0.010187	0.010205	0.01025
1247	0.010174	0.010186	0.010204	0.01025
1248	0.010174	0.010185	0.010201	0.01025
1249	0.010175	0.010187	0.010202	0.010249
1250	0.010174	0.010186	0.010202	0.010248
1251	0.010173	0.010186	0.010201	0.010248
1252	0.010173	0.010186	0.010203	0.010248
1253	0.010173	0.010186	0.010203	0.010247
1254	0.010173	0.010188	0.0102	0.010247
1255	0.010174	0.010188	0.010201	0.010246
1256	0.010175	0.010187	0.0102	0.010245
1257	0.010177	0.010188	0.010201	0.010245
1258	0.010176	0.010188	0.0102	0.010245
1259	0.010176	0.010188	0.010202	0.010245
1260	0.010176	0.010189	0.010201	0.010245
1261	0.010176	0.010187	0.010202	0.010245
1262	0.010176	0.010185	0.010201	0.010243
1263	0.010175	0.010185	0.010202	0.010244
1264	0.010178	0.010185	0.010203	0.010245
1265	0.010178	0.010186	0.010202	0.010244
1266	0.010177	0.010188	0.010204	0.010244
1267	0.010176	0.010189	0.010204	0.010246
1268	0.010174	0.010189	0.010203	0.010245
1269	0.010176	0.01019	0.010204	0.010246
1270	0.010175	0.010188	0.010204	0.010245
1271	0.010175	0.010189	0.010204	0.010244
1272	0.010175	0.01019	0.010204	0.010245
1273	0.010173	0.010188	0.010203	0.010245
1274	0.010174	0.010189	0.010204	0.010244
1275	0.010173	0.010188	0.010205	0.010245
1276	0.010172	0.010188	0.010206	0.010244
1277	0.010173	0.010185	0.010207	0.010246
1278	0.010172	0.010185	0.010206	0.010246
1279	0.010172	0.010185	0.010206	0.010244
1280	0.010171	0.010184	0.010206	0.010243
1281	0.010171	0.010185	0.010203	0.010244
1282	0.010172	0.010186	0.010203	0.010244
1283	0.010172	0.010184	0.010205	0.010245
1284	0.010173	0.010185	0.010205	0.010246
1285	0.010171	0.010186	0.010206	0.010246
1286	0.01017	0.010186	0.010206	0.010247
1287	0.01017	0.010187	0.010205	0.010246
1288	0.010169	0.010186	0.010202	0.010245
1289	0.010168	0.010184	0.010204	0.010246
1290	0.010168	0.010183	0.010203	0.010245
1291	0.010168	0.010184	0.010204	0.010246
1292	0.010168	0.010184	0.010204	0.010246
1293	0.010169	0.010184	0.010202	0.010247
1294	0.01017	0.010183	0.010203	0.010247
1295	0.010169	0.010182	0.010204	0.010247
1296	0.010168	0.01018	0.010205	0.010245
1297	0.010169	0.010182	0.010205	0.010245
1298	0.010169	0.01018	0.010205	0.010245
1299	0.01017	0.010182	0.010204	0.010245
1300	0.010173	0.010182	0.010205	0.010244
1301	0.010173	0.010183	0.010204	0.010243
1302	0.010173	0.010183	0.010204	0.010243
1303	0.010173	0.010185	0.010203	0.010243
1304	0.010174	0.010184	0.010202	0.010244
1305	0.010172	0.010184	0.010202	0.010243
1306	0.010173	0.010184	0.010201	0.010244
1307	0.010173	0.010185	0.0102	0.010244
1308	0.010174	0.010185	0.0102	0.010246
1309	0.010174	0.010184	0.010198	0.010248
1310	0.010175	0.010184	0.010199	0.010247
1311	0.010177	0.010183	0.010199	0.010245
1312	0.010176	0.010182	0.010198	0.010245
1313	0.010176	0.010183	0.010197	0.010245
1314	0.010175	0.010183	0.010199	0.010242
1315	0.010177	0.010183	0.0102	0.010242
1316	0.010177	0.010182	0.0102	0.010242
1317	0.010176	0.010183	0.0102	0.010242
1318	0.010175	0.010183	0.0102	0.010242
1319	0.010175	0.010182	0.0102	0.01024
1320	0.010176	0.010183	0.010199	0.010238
1321	0.010176	0.01018	0.010201	0.010238
1322	0.010177	0.01018	0.010202	0.01024
1323	0.010176	0.01018	0.010201	0.010241
1324	0.010174	0.01018	0.010201	0.01024
1325	0.010174	0.010181	0.0102	0.010239
1326	0.010175	0.010182	0.010201	0.01024
1327	0.010174	0.010181	0.010201	0.010242
1328	0.010174	0.010182	0.010201	0.010241
1329	0.010174	0.010185	0.010201	0.010241
1330	0.010175	0.010184	0.010202	0.010241
1331	0.010175	0.010186	0.010202	0.01024
1332	0.010175	0.010185	0.010201	0.01024
1333	0.010175	0.010184	0.0102	0.010241
1334	0.010175	0.010183	0.0102	0.010242
1335	0.010173	0.010182	0.0102	0.010243
1336	0.010173	0.010183	0.0102	0.010244
1337	0.010174	0.010182	0.0102	0.010244
1338	0.010173	0.010183	0.0102	0.010241
1339	0.010173	0.010183	0.010199	0.010242
1340	0.010174	0.010183	0.0102	0.010241
1341	0.010174	0.010181	0.010199	0.010241
1342	0.010173	0.010181	0.010198	0.01024
1343	0.010172	0.01018	0.010198	0.01024
1344	0.010172	0.010181	0.010199	0.010241
1345	0.010173	0.010179	0.010199	0.01024
1346	0.010175	0.010179	0.010202	0.010241
1347	0.010173	0.01018	0.0102	0.01024
1348	0.010173	0.010181	0.010201	0.010242
1349	0.010174	0.010181	0.010201	0.010243
1350	0.010174	0.010182	0.010201	0.010243
1351	0.010173	0.010181	0.0102	0.010244
1352	0.010173	0.010182	0.010201	0.010243
1353	0.010174	0.010182	0.0102	0.010245
1354	0.010172	0.010184	0.0102	0.010245
1355	0.01017	0.010184	0.010202	0.010245
1356	0.010169	0.010185	0.010204	0.010244
1357	0.010169	0.010185	0.010204	0.010244
1358	0.010169	0.010186	0.010206	0.010244
1359	0.010171	0.010185	0.010204	0.010244
1360	0.010172	0.010185	0.010203	0.010244
1361	0.010174	0.010186	0.010202	0.010244
1362	0.010174	0.010185	0.0102	0.010242
1363	0.010175	0.010184	0.0102	0.010243
1364	0.010175	0.010183	0.010201	0.010242
1365	0.010176	0.010184	0.010201	0.010241
1366	0.010174	0.010185	0.010202	0.010243
1367	0.010173	0.010187	0.010202	0.010242
1368	0.010173	0.010186	0.010204	0.010243
1369	0.010173	0.010185	0.010203	0.010243
1370	0.010172	0.010185	0.010203	0.010241
1371	0.010172	0.010186	0.010202	0.010241
1372	0.010173	0.010187	0.0102	0.010242
1373	0.010173	0.010186	0.010203	0.010241
1374	0.010172	0.010187	0.010202	0.010244
1375	0.010172	0.010187	0.010203	0.010244
1376	0.010173	0.010184	0.010204	0.010244
1377	0.010174	0.010185	0.010205	0.010243
1378	0.010174	0.010184	0.010206	0.010242
1379	0.010172	0.010185	0.010205	0.010245
1380	0.010172	0.010184	0.010204	0.010244
1381	0.010172	0.010183	0.010202	0.010243
1382	0.010171	0.010182	0.010203	0.010243
1383	0.010171	0.010183	0.010202	0.010241
1384	0.010172	0.010182	0.0102	0.010242
1385	0.010173	0.01018	0.010202	0.010243
1386	0.010173	0.010182	0.010201	0.010243
1387	0.010173	0.01018	0.010201	0.010242
1388	0.010175	0.01018	0.010203	0.010242
1389	0.010174	0.01018	0.010202	0.010243
1390	0.010175	0.01018	0.0102	0.010243
1391	0.010176	0.01018	0.010199	0.01024
1392	0.010176	0.010179	0.010198	0.010242
1393	0.010176	0.01018	0.010199	0.010244
1394	0.010175	0.010182	0.0102	0.010245
1395	0.010175	0.010182	0.010199	0.010243
1396	0.010174	0.010182	0.010198	0.010243
1397	0.010176	0.010182	0.010197	0.010245
1398	0.010175	0.010184	0.010198	0.010244
1399	0.010175	0.010184	0.010201	0.010245
1400	0.010176	0.010183	0.010201	0.010245
1401	0.010177	0.010182	0.0102	0.010246
1402	0.010176	0.010182	0.0102	0.010244
1403	0.010175	0.010182	0.010199	0.010243
1404	0.010175	0.010182	0.010201	0.010243
1405	0.010174	0.010181	0.0102	0.010243
1406	0.010175	0.010181	0.010198	0.010242
1407	0.010174	0.010183	0.0102	0.010242
1408	0.010171	0.010184	0.010201	0.010243
1409	0.010171	0.010183	0.010199	0.010242
1410	0.010171	0.010182	0.010199	0.010242
1411	0.010171	0.010183	0.0102	0.010241
1412	0.01017	0.010184	0.0102	0.010241
1413	0.01017	0.010183	0.010201	0.01024
1414	0.01017	0.010183	0.010199	0.010242
1415	0.01017	0.010184	0.010199	0.010242
1416	0.010171	0.010182	0.010199	0.010242
1417	0.01017	0.010183	0.010199	0.010241
1418	0.01017	0.010184	0.010198	0.010243
1419	0.01017	0.010184	0.010199	0.010243
1420	0.010171	0.010185	0.010198	0.010242
1421	0.01017	0.010184	0.010198	0.01024
1422	0.010171	0.010184	0.010198	0.010239
1423	0.010171	0.010183	0.010197	0.010237
1424	0.010171	0.010183	0.010198	0.010237
1425	0.010171	0.010182	0.010198	0.01024
1426	0.01017	0.010181	0.010198	0.010241
1427	0.010171	0.010181	0.010199	0.010244
1428	0.010172	0.010181	0.010198	0.010245
1429	0.010173	0.01018	0.010197	0.010245
1430	0.010171	0.010179	0.010197	0.010245
1431	0.010172	0.01018	0.010197	0.010245
1432	0.010171	0.010179	0.010196	0.010246
1433	0.010171	0.010179	0.010198	0.010246
1434	0.01017	0.010179	0.010197	0.010244
1435	0.01017	0.010179	0.010197	0.010244
1436	0.010171	0.010179	0.010199	0.010242
1437	0.010171	0.010179	0.010197	0.010241
1438	0.010173	0.010177	0.010196	0.010241
1439	0.010173	0.010176	0.010196	0.010241
1440	0.010172	0.010177	0.010198	0.010241
1441	0.010172	0.010179	0.010198	0.010242
1442	0.01017	0.010179	0.010197	0.010241
1443	0.010173	0.010178	0.010198	0.01024
1444	0.010174	0.010179	0.010197	0.01024
1445	0.010176	0.010178	0.010196	0.01024
1446	0.010176	0.010179	0.010197	0.010238
1447	0.010176	0.010181	0.010197	0.010237
1448	0.010174	0.010181	0.010197	0.010237
1449	0.010172	0.010181	0.010197	0.010238
1450	0.010173	0.010181	0.010197	0.01024
1451	0.01017	0.010181	0.010196	0.01024
1452	0.010169	0.010181	0.010195	0.010239
1453	0.010168	0.01018	0.010196	0.010238
1454	0.010169	0.010178	0.010195	0.010239
1455	0.01017	0.010181	0.010194	0.010239
1456	0.010172	0.010181	0.010195	0.010239
1457	0.010173	0.01018	0.010195	0.010238
1458	0.010175	0.010183	0.010197	0.010239
1459	0.010175	0.010184	0.010196	0.010238
1460	0.010176	0.010183	0.010197	0.010239
1461	0.010176	0.010184	0.010196	0.01024
1462	0.010175	0.010184	0.010197	0.010238
1463	0.010175	0.010185	0.010197	0.010237
1464	0.010175	0.010186	0.010199	0.010238
1465	0.010173	0.010186	0.010199	0.010237
1466	0.010173	0.010186	0.010199	0.010237
1467	0.010171	0.010187	0.010201	0.010238
1468	0.010171	0.010188	0.010201	0.010238
1469	0.010171	0.010189	0.010201	0.010238
1470	0.010171	0.010189	0.010201	0.010238
1471	0.01017	0.010188	0.0102	0.010236
1472	0.01017	0.010188	0.010203	0.010235
1473	0.010169	0.010186	0.010204	0.010237
1474	0.010169	0.010188	0.010202	0.010237
1475	0.01017	0.010187	0.010201	0.010236
1476	0.010171	0.010186	0.010201	0.010235
1477	0.010171	0.010187	0.010199	0.010236
1478	0.01017	0.010186	0.010198	0.010237
1479	0.010172	0.010187	0.010198	0.010238
1480	0.010171	0.010187	0.010198	0.010238
1481	0.010171	0.010187	0.0102	0.010239
1482	0.010171	0.010187	0.0102	0.010238
1483	0.010172	0.010188	0.010198	0.01024
1484	0.010173	0.010187	0.0102	0.010243
1485	0.010172	0.010186	0.0102	0.01024
1486	0.010172	0.010184	0.010203	0.010239
1487	0.01017	0.010186	0.010203	0.010238
1488	0.010169	0.010186	0.010202	0.010238
1489	0.010169	0.010186	0.010202	0.010241
1490	0.010169	0.010184	0.0102	0.010239
1491	0.010169	0.010184	0.010198	0.010238
1492	0.01017	0.010182	0.010197	0.010238
1493	0.010169	0.010182	0.010197	0.010236
1494	0.010169	0.010182	0.010197	0.010237
1495	0.010171	0.010183	0.010197	0.010237
1496	0.010169	0.010182	0.010199	0.010235
1497	0.010169	0.010181	0.010199	0.010235
1498	0.010169	0.010181	0.0102	0.010235
1499	0.010168	0.010183	0.010201	0.010236
1500	0.01017	0.010183	0.010203	0.010234
1501	0.010171	0.010182	0.010201	0.010233
1502	0.010171	0.010182	0.0102	0.010233
1503	0.01017	0.010181	0.010199	0.010232
1504	0.01017	0.010183	0.010198	0.010231
1505	0.01017	0.010182	0.010198	0.010233
1506	0.01017	0.010184	0.010198	0.010233
1507	0.01017	0.010183	0.010197	0.010234
1508	0.01017	0.010183	0.010197	0.010233
1509	0.010169	0.010182	0.010197	0.010234
1510	0.01017	0.010181	0.010197	0.010236
1511	0.01017	0.010183	0.010199	0.010235
1512	0.010172	0.010183	0.010199	0.010236
1513	0.010173	0.010183	0.010201	0.010235
1514	0.010174	0.010183	0.0102	0.010236
1515	0.010173	0.010183	0.0102	0.010236
1516	0.010172	0.010183	0.010199	0.010237
1517	0.010171	0.010184	0.010199	0.010237
1518	0.010171	0.010183	0.0102	0.010238
1519	0.010172	0.010184	0.010199	0.010237
1520	0.010172	0.010182	0.010198	0.010238
1521	0.010173	0.010183	0.010198	0.010239
1522	0.010174	0.010181	0.010198	0.010238
1523	0.010172	0.010181	0.010198	0.010237
1524	0.010171	0.010181	0.010198	0.010237
1525	0.01017	0.01018	0.010194	0.010237
1526	0.010171	0.010179	0.010194	0.010236
1527	0.010172	0.010179	0.010193	0.010238
1528	0.010171	0.010178	0.010192	0.010239
1529	0.010171	0.01018	0.010194	0.010238
1530	0.010171	0.01018	0.010195	0.010237
1531	0.010171	0.010181	0.010196	0.010235
1532	0.01017	0.01018	0.010195	0.010235
1533	0.010171	0.01018	0.010195	0.010235
1534	0.01017	0.010178	0.010195	0.010236
1535	0.010169	0.010179	0.010195	0.010234
1536	0.010169	0.010177	0.010195	0.010237
1537	0.010168	0.010177	0.010195	0.010237
1538	0.010168	0.010177	0.010194	0.010235
1539	0.010167	0.010177	0.010196	0.010233
1540	0.010168	0.010177	0.010197	0.010235
1541	0.01017	0.010178	0.010198	0.010237
1542	0.01017	0.010177	0.010197	0.010237
1543	0.010169	0.010177	0.010196	0.010237
1544	0.010168	0.010179	0.010194	0.010237
1545	0.010168	0.010181	0.010195	0.010239
1546	0.010168	0.010181	0.010196	0.010239
1547	0.010166	0.01018	0.010195	0.010242
1548	0.010166	0.01018	0.010193	0.010241
1549	0.010165	0.01018	0.010193	0.010239
1550	0.010165	0.010182	0.010194	0.01024
1551	0.010167	0.010183	0.010193	0.010239
1552	0.010167	0.010182	0.010194	0.010239
1553	0.010168	0.010183	0.010195	0.010238
1554	0.010168	0.010184	0.010194	0.010236
1555	0.010168	0.010182	0.010195	0.010236
1556	0.010167	0.010183	0.010194	0.010238
1557	0.010165	0.010183	0.010195	0.010237
1558	0.010166	0.010181	0.010195	0.010238
1559	0.010166	0.01018	0.010195	0.010237
1560	0.010165	0.010181	0.010195	0.010237
1561	0.010165	0.010181	0.010194	0.010237
1562	0.010166	0.01018	0.010194	0.010238
1563	0.010167	0.01018	0.010193	0.010237
1564	0.010168	0.01018	0.010193	0.010237
1565	0.010169	0.01018	0.010194	0.010238
1566	0.010167	0.010178	0.010193	0.010238
1567	0.010167	0.010179	0.010193	0.010238
1568	0.010168	0.010179	0.010194	0.010238
1569	0.010168	0.010179	0.010194	0.010237
1570	0.010169	0.01018	0.010195	0.010237
1571	0.01017	0.01018	0.010196	0.010237
1572	0.01017	0.010179	0.010196	0.010238
1573	0.010169	0.010181	0.010195	0.010238
1574	0.010168	0.010181	0.010195	0.010238
1575	0.010168	0.010181	0.010195	0.010237
1576	0.010168	0.010179	0.010196	0.010236
1577	0.010168	0.010179	0.010196	0.010237
1578	0.010168	0.010178	0.010197	0.010236
1579	0.010167	0.010175	0.010197	0.010236
1580	0.010166	0.010175	0.010198	0.010236
1581	0.010166	0.010175	0.010198	0.010237
1582	0.010169	0.010174	0.010196	0.010235
1583	0.01017	0.010176	0.010194	0.010235
1584	0.010169	0.010175	0.010193	0.010235
1585	0.010168	0.010174	0.010192	0.010235
1586	0.010167	0.010173	0.010191	0.010235
1587	0.010167	0.010175	0.010192	0.010235
1588	0.010166	0.010175	0.010193	0.010235
1589	0.010166	0.010178	0.010195	0.010235
1590	0.010166	0.010181	0.010196	0.010236
1591	0.010164	0.01018	0.010195	0.010237
1592	0.010166	0.01018	0.010193	0.010235
1593	0.010166	0.01018	0.010193	0.010235
1594	0.010168	0.010181	0.010191	0.010235
1595	0.010167	0.01018	0.010192	0.010234
1596	0.010168	0.010181	0.010191	0.010234
1597	0.010169	0.01018	0.01019	0.010233
1598	0.010168	0.010178	0.010191	0.010234
1599	0.010167	0.010179	0.010193	0.010237
1600	0.010167	0.010178	0.010191	0.010237
1601	0.010167	0.010178	0.010191	0.010235
1602	0.010166	0.010177	0.010192	0.010235
1603	0.010166	0.010179	0.010192	0.010235
1604	0.010165	0.010181	0.01019	0.010236
1605	0.010166	0.010179	0.01019	0.010236
1606	0.010165	0.010177	0.010192	0.010236
1607	0.010165	0.010177	0.010193	0.010237
1608	0.010165	0.010176	0.010192	0.010238
1609	0.010165	0.010178	0.010192	0.010238
1610	0.010165	0.010177	0.010192	0.010239
1611	0.010166	0.010176	0.010191	0.010238
1612	0.010167	0.010177	0.010191	0.010237
1613	0.010166	0.010177	0.010191	0.010236
1614	0.010168	0.010178	0.01019	0.010235
1615	0.010167	0.010177	0.01019	0.010235
1616	0.01017	0.010178	0.010191	0.010236
1617	0.01017	0.010176	0.01019	0.010236
1618	0.010172	0.010176	0.01019	0.010236
1619	0.010171	0.010176	0.010189	0.010235
1620	0.010172	0.010176	0.01019	0.010234
1621	0.01017	0.010175	0.010189	0.010233
1622	0.010171	0.010175	0.010189	0.010234
1623	0.010172	0.010174	0.01019	0.010234
1624	0.010172	0.010175	0.01019	0.010234
1625	0.010173	0.010175	0.01019	0.010235
1626	0.010173	0.010175	0.010189	0.010236
1627	0.010173	0.010173	0.010189	0.010237
1628	0.010171	0.010174	0.010189	0.010235
1629	0.010171	0.010175	0.010188	0.010236
1630	0.010171	0.010174	0.010188	0.010238
1631	0.01017	0.010173	0.010189	0.010238
1632	0.01017	0.010173	0.010189	0.010238
1633	0.01017	0.010173	0.010191	0.010237
1634	0.010169	0.010174	0.010192	0.010236
1635	0.01017	0.010172	0.010191	0.010237
1636	0.010169	0.010172	0.010192	0.010238
1637	0.010167	0.010171	0.010192	0.010237
1638	0.010168	0.010171	0.010192	0.010238
1639	0.010167	0.01017	0.010193	0.010238
1640	0.010168	0.010172	0.010192	0.010238
1641	0.010165	0.010173	0.010192	0.010237
1642	0.010165	0.010174	0.010191	0.010237
1643	0.010165	0.010173	0.010191	0.010237
1644	0.010166	0.010173	0.010191	0.010235
1645	0.010166	0.010174	0.010192	0.010234
1646	0.010165	0.010174	0.010192	0.010235
1647	0.010166	0.010175	0.010193	0.010235
1648	0.010166	0.010175	0.010192	0.010234
1649	0.010167	0.010174	0.010192	0.010233
1650	0.010169	0.010176	0.010194	0.010233
1651	0.01017	0.010174	0.010194	0.010235
1652	0.01017	0.010173	0.010195	0.010234
1653	0.01017	0.010173	0.010196	0.010235
1654	0.010169	0.010172	0.010197	0.010234
1655	0.01017	0.010172	0.010197	0.010235
1656	0.01017	0.010172	0.010196	0.010234
1657	0.010171	0.010174	0.010196	0.010234
1658	0.010169	0.010173	0.010194	0.010234
1659	0.010169	0.010173	0.010194	0.010233
1660	0.010168	0.010173	0.010194	0.010231
1661	0.010168	0.010173	0.010194	0.010231
1662	0.010168	0.010174	0.010195	0.010231
1663	0.010165	0.010173	0.010193	0.01023
1664	0.010165	0.010173	0.010191	0.010231
1665	0.010166	0.010174	0.01019	0.010232
1666	0.010165	0.010174	0.010191	0.010233
1667	0.010166	0.010174	0.010192	0.010234
1668	0.010164	0.010174	0.010191	0.010235
1669	0.010165	0.010172	0.01019	0.010236
1670	0.010166	0.010172	0.010189	0.010235
1671	0.010167	0.010171	0.010189	0.010236
1672	0.010167	0.010172	0.010188	0.010235
1673	0.010167	0.010172	0.010188	0.010235
1674	0.010166	0.010172	0.01019	0.010235
1675	0.010166	0.01017	0.010189	0.010234
1676	0.010165	0.01017	0.010189	0.010232
1677	0.010165	0.010171	0.01019	0.010233
1678	0.010164	0.010171	0.010192	0.010232
1679	0.010165	0.010171	0.010193	0.010232
1680	0.010164	0.010173	0.010191	0.010233
1681	0.010165	0.010172	0.010191	0.010232
1682	0.010166	0.010172	0.010191	0.010231
1683	0.010167	0.010171	0.010191	0.010233
1684	0.010168	0.010171	0.010191	0.010234
1685	0.010167	0.010171	0.010191	0.010232
1686	0.010167	0.01017	0.01019	0.010231
1687	0.010166	0.01017	0.010191	0.010231
1688	0.010166	0.010173	0.010191	0.01023
1689	0.010165	0.010173	0.010191	0.01023
1690	0.010166	0.010171	0.010191	0.01023
1691	0.010165	0.010171	0.010188	0.010233
1692	0.010165	0.010171	0.010188	0.010235
1693	0.010165	0.01017	0.010188	0.010234
1694	0.010166	0.010171	0.01019	0.010235
1695	0.010165	0.010171	0.010191	0.010233
1696	0.010164	0.01017	0.01019	0.010234
1697	0.010163	0.010169	0.01019	0.010233
1698	0.010163	0.010169	0.010189	0.010234
1699	0.010165	0.010169	0.010189	0.010234
1700	0.010165	0.010169	0.010189	0.010235
1701	0.010166	0.010169	0.010189	0.010235
1702	0.010166	0.01017	0.010188	0.010237
1703	0.010166	0.010171	0.010189	0.010235
1704	0.010166	0.010169	0.01019	0.010233
1705	0.010165	0.01017	0.010189	0.010231
1706	0.010162	0.01017	0.010189	0.01023
1707	0.010162	0.010169	0.010189	0.01023
1708	0.010162	0.01017	0.010188	0.010232
1709	0.010161	0.01017	0.010191	0.010233
1710	0.010161	0.010169	0.01019	0.010234
1711	0.010162	0.010169	0.010191	0.010233
1712	0.010162	0.01017	0.01019	0.010233
1713	0.010162	0.010169	0.01019	0.010233
1714	0.010163	0.010171	0.010193	0.010234
1715	0.010164	0.010171	0.010193	0.010233
1716	0.010162	0.010171	0.010195	0.010232
1717	0.010162	0.010171	0.010194	0.010232
1718	0.010163	0.010171	0.010194	0.010232
1719	0.010163	0.01017	0.010193	0.010231
1720	0.010164	0.01017	0.010193	0.010231
1721	0.010164	0.010172	0.010192	0.010231
1722	0.010164	0.010173	0.010191	0.010232
1723	0.010163	0.010173	0.01019	0.010233
1724	0.010165	0.010173	0.010191	0.010233
1725	0.010165	0.010174	0.010191	0.010235
1726	0.010163	0.010175	0.010189	0.010233
1727	0.010163	0.010175	0.010189	0.010235
1728	0.010163	0.010175	0.010189	0.010233
1729	0.010165	0.010173	0.01019	0.010232
1730	0.010165	0.010174	0.010191	0.010233
1731	0.010165	0.010175	0.01019	0.010233
1732	0.010164	0.010175	0.01019	0.010233
1733	0.010165	0.010175	0.010191	0.010233
1734	0.010165	0.010173	0.010192	0.010231
1735	0.010168	0.010175	0.010192	0.01023
1736	0.010167	0.010175	0.01019	0.010232
1737	0.010168	0.010175	0.010191	0.010232
1738	0.010166	0.010174	0.010191	0.010233
1739	0.010166	0.010174	0.01019	0.010233
1740	0.010168	0.010175	0.010187	0.010232
1741	0.010168	0.010175	0.010187	0.010232
1742	0.010169	0.010175	0.010186	0.010233
1743	0.010169	0.010176	0.010187	0.010235
1744	0.010169	0.010175	0.010187	0.010235
1745	0.010168	0.010175	0.010189	0.010234
1746	0.010167	0.010176	0.010189	0.010234
1747	0.010169	0.010177	0.01019	0.010233
1748	0.010169	0.010178	0.010191	0.010232
1749	0.01017	0.010178	0.010191	0.01023
1750	0.010171	0.010178	0.01019	0.010231
1751	0.01017	0.010177	0.010189	0.010232
1752	0.010168	0.010177	0.01019	0.010232
1753	0.010168	0.010178	0.01019	0.010232
1754	0.010169	0.010175	0.010189	0.010232
1755	0.010168	0.010176	0.01019	0.010234
1756	0.010169	0.010177	0.010191	0.010232
1757	0.010169	0.010177	0.01019	0.010232
1758	0.010168	0.010175	0.010188	0.010232
1759	0.010168	0.010174	0.010188	0.010232
1760	0.010168	0.010174	0.010189	0.010235
1761	0.010168	0.010175	0.010188	0.010232
1762	0.010168	0.010177	0.010189	0.010233
1763	0.010167	0.010177	0.010187	0.010232
1764	0.010167	0.010177	0.010187	0.010232
1765	0.010167	0.010174	0.010186	0.010232
1766	0.010166	0.010174	0.010186	0.010231
1767	0.010167	0.010174	0.010186	0.010231
1768	0.010169	0.010173	0.010184	0.01023
1769	0.010167	0.010171	0.010186	0.010231
1770	0.010169	0.010171	0.010187	0.010231
1771	0.010167	0.010171	0.010187	0.01023
1772	0.010168	0.01017	0.010186	0.01023
1773	0.010168	0.010171	0.010186	0.010229
1774	0.010167	0.010173	0.010186	0.010228
1775	0.010165	0.010173	0.010188	0.010227
1776	0.010164	0.010172	0.010186	0.010228
1777	0.010165	0.010171	0.010186	0.010228
1778	0.010167	0.01017	0.010187	0.010227
1779	0.010167	0.01017	0.010187	0.010228
1780	0.010166	0.01017	0.010187	0.010229
1781	0.010166	0.010169	0.010189	0.010228
1782	0.010166	0.010169	0.01019	0.010229
1783	0.010167	0.010168	0.010191	0.010231
1784	0.010167	0.010168	0.010192	0.010231
1785	0.010169	0.010168	0.01019	0.010231
1786	0.010167	0.010168	0.010192	0.01023
1787	0.010168	0.010169	0.010191	0.010229
1788	0.01017	0.010169	0.010191	0.010229
1789	0.01017	0.010169	0.010191	0.010228
1790	0.010169	0.010169	0.010192	0.010227
1791	0.010168	0.01017	0.010191	0.010228
1792	0.010169	0.01017	0.010189	0.010227
1793	0.010167	0.01017	0.010187	0.010227
1794	0.010166	0.010169	0.010187	0.010228
1795	0.010164	0.010171	0.01019	0.010228
1796	0.010164	0.010171	0.010189	0.010225
1797	0.010163	0.010172	0.01019	0.010225
1798	0.010164	0.010172	0.01019	0.010224
1799	0.010166	0.010171	0.01019	0.010226
1800	0.010165	0.010173	0.01019	0.010227
1801	0.010165	0.010172	0.010188	0.010228
1802	0.010164	0.010172	0.010187	0.010229
1803	0.010163	0.010175	0.010188	0.010229
1804	0.010163	0.010175	0.010187	0.010231
1805	0.010163	0.010174	0.010189	0.01023
1806	0.010165	0.010175	0.010188	0.010232
1807	0.010167	0.010174	0.010188	0.010231
1808	0.010165	0.010174	0.010188	0.010231
1809	0.010165	0.010174	0.010189	0.010229
1810	0.010165	0.010173	0.010188	0.010229
1811	0.010165	0.010171	0.010189	0.01023
1812	0.010164	0.010171	0.010189	0.01023
1813	0.010165	0.010169	0.010188	0.010228
1814	0.010164	0.01017	0.010188	0.010229
1815	0.010162	0.010169	0.010188	0.010229
1816	0.010164	0.01017	0.010186	0.010231
1817	0.010165	0.010171	0.010186	0.010231
1818	0.010165	0.010171	0.010184	0.010232
1819	0.010165	0.010173	0.010183	0.010233
1820	0.010165	0.010172	0.010184	0.010231
1821	0.010166	0.010174	0.010184	0.010233
1822	0.010167	0.010174	0.010182	0.010233
1823	0.010165	0.010173	0.010182	0.010232
1824	0.010163	0.010173	0.010183	0.01023
1825	0.010164	0.01017	0.010182	0.01023
1826	0.010165	0.01017	0.010183	0.010229
1827	0.010164	0.01017	0.010186	0.01023
1828	0.010165	0.01017	0.010186	0.010229
1829	0.010166	0.010169	0.010185	0.010229
1830	0.010165	0.01017	0.010184	0.010228
1831	0.010165	0.010169	0.010185	0.010228
1832	0.010164	0.010168	0.010188	0.010227
1833	0.010162	0.010169	0.010189	0.010226
1834	0.010161	0.010168	0.010191	0.010228
1835	0.010159	0.010169	0.010189	0.010229
1836	0.010159	0.010172	0.01019	0.010229
1837	0.010159	0.010173	0.01019	0.010231
1838	0.01016	0.010173	0.010191	0.01023
1839	0.010159	0.010174	0.010191	0.010231
1840	0.01016	0.010173	0.01019	0.010231
1841	0.010161	0.010173	0.01019	0.010232
1842	0.010161	0.010175	0.010189	0.010232
